Carat Weight,Color,Clarity,Cut,Depth %,Table %,Polish,Symmetry,Cut Grade,Length to Width,Culet,Fluorescence,Price
0.45,3,6,1,59.2,58.0,1,1,1,1.0,1,0,1135
0.37,2,3,1,62.1,58.0,1,1,1,1.0,1,0,1135
0.45,4,3,1,61.9,55.0,1,1,1,1.01,1,2,1135
0.63,7,8,1,62.5,57.0,1,1,1,1.0,1,2,1136
0.36,2,3,2,60.8,61.0,1,1,1,1.0,1,0,1136
0.36,2,3,1,63.0,56.0,1,1,1,1.0,1,0,1136
0.45,4,6,1,62.1,59.0,1,1,1,1.01,1,0,1137
0.41,3,5,1,62.9,57.0,1,1,1,1.01,0,0,1137
0.45,5,4,3,64.5,57.0,1,1,2,1.01,1,0,1137
0.33,1,2,2,59.7,61.0,1,1,1,1.0,1,0,1137
0.4,5,3,1,60.7,59.0,1,1,1,1.01,0,0,1137
0.58,2,8,1,61.7,55.0,1,1,1,1.0,1,0,1138
0.46,3,5,3,64.1,56.0,1,2,2,1.0,1,0,1138
0.34,1,2,1,62.2,58.0,1,1,1,1.0,1,1,1138
0.5,3,8,1,60.8,55.0,1,1,1,1.0,1,1,1139
0.45,4,5,1,60.6,60.0,1,1,1,1.0,1,1,1139
0.58,8,7,1,60.1,59.0,1,1,1,1.01,1,0,1139
0.46,1,4,3,64.1,56.0,1,1,2,1.0,1,1,1141
0.5,2,8,3,64.4,57.0,1,2,2,1.01,0,0,1141
0.55,8,4,1,62.2,59.0,1,1,1,1.01,1,1,1142
0.45,1,5,2,60.0,61.0,1,1,2,1.0,1,0,1142
0.45,1,5,3,64.4,57.0,1,1,2,1.01,1,0,1142
0.45,1,5,4,63.9,60.0,2,2,2,1.01,1,0,1142
0.6,6,7,1,62.5,56.0,1,1,1,1.01,1,1,1142
0.51,5,7,1,61.1,60.0,1,1,1,1.01,1,0,1142
0.46,5,3,2,60.2,61.0,1,1,1,1.01,1,1,1143
0.5,1,8,4,61.0,63.0,1,2,2,1.01,0,1,1143
0.5,4,8,1,62.3,58.0,1,1,1,1.01,1,1,1143
0.4,1,4,1,62.3,56.0,1,1,1,1.0,0,0,1143
0.4,1,3,2,63.7,54.0,1,1,2,1.01,1,0,1143
0.45,2,6,1,60.4,55.0,1,1,1,1.01,1,0,1144
0.46,2,5,2,63.8,58.0,1,1,2,1.01,1,0,1144
0.41,2,5,1,60.9,59.0,1,1,1,1.01,0,0,1144
0.45,1,6,1,61.5,59.0,1,2,1,1.0,1,0,1146
0.55,7,6,1,62.4,56.0,1,1,1,1.0,0,0,1146
0.5,8,3,2,59.7,61.0,1,1,1,1.0,1,1,1146
0.5,8,3,1,60.9,58.0,1,1,1,1.0,0,0,1146
0.45,2,5,1,61.9,58.0,2,1,1,1.0,1,0,1146
0.36,2,2,1,62.8,57.0,1,1,1,1.0,1,0,1147
0.34,1,2,2,60.0,62.0,1,1,1,1.01,1,0,1147
0.7,8,6,5,66.6,63.0,1,3,3,1.02,1,1,1148
0.5,6,6,3,61.3,61.0,1,3,2,1.01,1,2,1148
0.5,8,5,1,59.8,60.0,1,1,1,1.01,1,0,1148
0.5,7,5,1,62.8,56.0,1,1,1,1.0,1,1,1148
0.41,1,5,1,61.1,55.0,1,1,1,1.0,0,0,1149
0.7,8,8,1,62.0,59.0,1,1,1,1.01,1,0,1149
0.5,7,5,3,64.3,59.0,1,2,2,1.01,0,0,1149
0.45,3,5,1,60.5,59.0,1,1,1,1.01,1,2,1150
0.44,4,4,1,59.9,59.0,1,1,1,1.01,0,0,1150
0.4,3,2,1,62.1,59.0,2,1,1,1.0,1,0,1150
0.6,7,7,1,62.0,56.0,1,1,1,1.0,1,1,1150
0.5,5,7,1,62.8,57.0,1,2,1,1.01,0,1,1152
0.57,1,8,1,62.2,58.0,2,1,1,1.0,1,2,1152
0.45,4,4,1,63.0,57.0,1,1,1,1.01,0,0,1152
0.71,8,7,1,62.9,58.0,1,1,1,1.59,0,3,1153
0.45,4,6,1,61.9,58.0,1,1,1,1.01,1,0,1153
0.45,3,4,2,63.2,57.0,1,2,1,1.01,1,0,1153
0.71,8,7,4,64.7,56.0,1,2,2,1.01,1,0,1153
0.45,2,4,3,64.4,57.0,1,2,2,1.01,1,0,1153
0.45,4,3,1,62.4,56.0,2,1,1,1.01,1,0,1154
0.4,3,3,1,62.7,56.0,1,1,1,1.01,1,0,1154
0.53,7,7,1,61.6,58.0,1,1,1,1.0,0,1,1154
0.46,4,3,2,63.8,57.0,1,1,2,1.0,1,0,1155
0.39,2,3,1,60.9,60.0,1,1,1,1.0,0,0,1155
0.5,5,6,5,65.8,64.0,1,2,3,1.01,1,1,1155
0.35,2,2,1,62.3,59.0,1,1,1,1.01,0,0,1155
0.46,3,6,1,63.0,56.0,1,1,1,1.01,1,1,1157
0.5,7,2,1,62.2,57.0,1,1,1,1.01,1,0,1157
0.5,4,7,3,63.6,57.0,2,2,2,1.01,1,0,1158
0.61,6,7,1,62.3,57.0,1,1,1,1.01,1,3,1158
0.5,4,7,1,62.2,58.0,1,1,1,1.01,1,3,1158
0.33,1,2,1,61.1,58.0,1,1,1,1.01,1,0,1158
0.4,3,3,1,62.6,58.0,1,1,1,1.01,1,0,1159
0.45,4,4,1,61.4,59.0,1,1,1,1.01,1,1,1159
0.45,2,6,2,60.5,61.0,1,1,1,1.0,1,0,1159
0.4,3,3,1,62.6,58.0,1,1,1,1.01,1,0,1159
0.7,8,7,1,62.9,56.0,1,1,1,1.01,1,0,1160
0.61,8,5,1,60.9,57.0,1,1,1,1.01,0,2,1160
0.41,3,2,1,62.6,57.0,1,1,1,1.0,1,1,1160
0.7,7,8,3,61.6,60.0,2,2,2,1.63,0,0,1161
0.45,2,4,3,64.4,57.0,1,2,2,1.01,1,0,1161
0.52,5,7,2,60.0,61.0,1,1,1,1.01,1,2,1161
0.59,6,7,1,60.9,59.0,1,1,1,1.01,1,1,1161
0.5,4,7,3,62.2,60.0,1,3,2,1.01,1,0,1161
0.35,1,3,2,61.2,56.0,1,2,2,1.01,0,0,1161
0.4,3,4,1,62.5,57.0,1,1,1,1.01,1,0,1163
0.46,1,6,1,61.5,57.0,1,1,1,1.0,1,1,1163
0.5,7,4,1,61.5,60.0,1,1,1,1.01,1,2,1163
0.46,1,5,3,64.1,58.0,1,2,2,1.01,1,1,1164
0.61,8,6,1,62.8,58.0,1,1,1,1.01,0,1,1164
0.54,3,8,1,62.4,55.0,1,1,1,1.0,1,0,1165
0.46,1,6,3,63.7,58.0,1,2,2,1.01,1,0,1165
0.36,1,3,1,62.8,57.0,1,1,1,1.59,1,1,1165
0.5,6,8,1,62.7,56.0,1,1,1,1.0,1,0,1166
0.38,1,3,2,60.5,60.0,2,1,1,1.01,1,0,1166
0.33,1,3,2,59.0,61.0,1,1,1,1.0,1,1,1166
0.33,1,3,1,60.6,59.0,1,1,1,1.0,1,1,1166
0.4,2,5,1,62.5,55.0,1,1,1,1.01,1,0,1168
0.37,2,2,1,62.6,57.0,1,1,1,1.01,1,0,1168
0.5,5,8,2,60.7,60.0,1,2,1,1.01,1,0,1168
0.5,2,7,4,66.4,57.0,1,2,3,1.01,1,1,1168
0.45,4,5,1,62.8,56.0,1,1,1,1.01,1,0,1169
0.35,1,2,1,62.4,56.0,1,1,1,1.0,1,1,1169
0.5,3,8,1,62.9,57.0,1,2,1,1.01,0,0,1169
0.46,3,3,4,64.5,58.0,2,2,2,1.01,1,1,1169
0.41,1,4,1,62.1,58.0,1,1,1,1.01,0,0,1170
0.5,8,4,1,62.6,59.0,1,1,1,1.0,1,1,1170
0.5,4,8,3,63.8,55.0,2,2,2,1.01,1,0,1170
0.51,2,7,3,64.2,57.0,1,2,2,1.01,1,0,1170
0.45,1,4,3,63.8,59.0,1,2,2,1.01,1,0,1171
0.35,1,2,1,61.9,60.0,1,1,1,1.0,1,2,1171
0.51,8,2,1,62.4,57.0,1,1,1,1.01,1,0,1171
0.45,2,5,1,62.8,54.0,2,1,1,1.0,1,1,1172
0.5,4,7,4,66.1,55.0,1,2,3,1.01,1,0,1172
0.5,5,7,4,66.4,55.0,1,3,3,1.02,1,0,1172
0.7,8,7,1,62.2,56.0,1,2,1,1.01,1,0,1174
0.46,2,7,1,60.1,59.0,1,1,1,1.0,1,0,1174
0.51,3,8,1,63.2,55.0,1,1,1,1.01,0,0,1174
0.5,7,5,1,62.7,56.0,1,1,1,1.01,1,1,1175
0.5,4,8,1,62.6,58.0,1,1,1,1.01,0,0,1175
0.55,7,4,1,62.6,57.0,1,1,1,1.0,1,0,1176
0.54,4,8,1,62.5,57.0,1,1,1,1.01,1,0,1176
0.46,1,5,3,64.2,56.0,1,1,2,1.01,1,0,1176
0.43,1,4,1,62.4,58.0,1,1,1,1.01,0,0,1176
0.5,6,6,3,62.7,60.0,2,3,2,1.01,1,1,1177
0.7,8,8,1,62.3,58.0,1,1,1,1.0,1,2,1179
0.46,4,6,1,61.1,60.0,1,1,1,1.0,1,0,1179
0.45,1,6,1,62.5,57.0,1,1,1,1.01,1,1,1179
0.5,6,7,2,59.3,60.0,1,1,1,1.01,0,0,1179
0.5,7,6,1,62.7,57.0,1,1,1,1.0,1,1,1180
0.5,2,7,4,66.6,55.0,1,3,3,1.02,1,0,1180
0.6,6,8,1,60.4,58.0,1,1,1,1.01,1,0,1180
0.54,5,7,1,62.2,58.0,1,1,1,1.01,1,0,1180
0.37,1,3,1,61.8,59.0,1,1,1,1.0,1,1,1180
0.5,6,6,5,65.1,60.0,2,2,3,1.01,1,1,1180
0.46,4,5,2,59.5,61.0,1,1,1,1.01,1,1,1180
0.33,1,3,1,59.5,60.0,1,1,1,1.0,1,1,1180
0.37,1,3,1,61.1,57.0,1,1,1,1.0,1,2,1181
0.61,6,8,1,59.6,59.0,1,1,1,1.0,1,1,1181
0.5,3,7,2,61.6,61.0,1,2,1,1.0,1,3,1181
0.6,3,8,3,64.5,56.0,1,2,2,1.01,1,0,1181
0.35,1,3,1,62.5,55.0,1,1,1,1.01,0,0,1181
0.5,3,7,2,61.9,57.0,1,3,2,1.01,1,0,1181
0.5,3,5,5,66.4,60.0,1,2,4,1.01,1,0,1182
0.42,2,5,2,59.4,60.0,1,1,1,1.01,1,0,1182
0.52,5,7,2,60.7,62.0,1,1,1,1.01,1,2,1182
0.43,4,2,1,62.8,58.0,1,1,1,1.01,1,0,1182
0.45,1,7,1,59.8,59.0,1,1,1,1.01,1,0,1182
0.36,1,3,1,61.7,56.0,1,1,1,1.01,1,2,1182
0.5,6,6,1,60.1,57.0,1,1,1,1.01,1,1,1182
0.37,2,3,2,59.7,61.0,1,1,1,1.01,1,0,1183
0.5,6,5,4,66.8,59.0,2,2,3,1.01,1,0,1183
0.35,1,3,1,59.9,60.0,1,1,1,1.01,1,1,1183
0.5,6,5,5,65.6,61.0,1,2,3,1.01,1,0,1183
0.44,3,5,2,59.1,60.0,1,1,1,1.0,0,0,1184
0.5,5,7,4,64.8,56.0,1,2,2,1.01,1,0,1184
0.45,4,4,3,64.8,57.0,1,1,2,1.01,1,0,1184
0.43,3,4,2,59.8,61.0,1,1,1,1.01,1,0,1185
0.51,7,6,1,59.3,58.0,1,1,1,1.0,1,0,1185
0.46,4,4,1,63.1,56.0,1,1,1,1.0,1,0,1185
0.45,3,6,1,63.1,57.0,1,1,1,1.01,1,0,1185
0.39,3,3,1,63.0,56.0,1,1,1,1.01,0,0,1186
0.5,3,8,2,60.4,61.0,1,1,1,1.01,1,0,1186
0.45,4,5,1,61.4,57.0,1,1,1,1.01,1,0,1186
0.45,3,5,1,61.2,57.0,1,1,1,1.0,1,1,1186
0.73,8,8,1,62.7,55.0,1,1,1,1.0,1,2,1186
0.6,7,7,3,64.1,59.0,1,1,2,1.0,1,1,1186
0.55,7,4,1,61.6,59.0,2,1,1,1.0,1,0,1186
0.41,2,4,3,59.3,62.0,1,1,1,1.01,1,0,1186
0.38,1,2,1,61.0,56.0,1,1,1,1.01,1,2,1187
0.5,7,6,1,60.8,60.0,1,1,1,1.0,1,0,1187
0.46,3,3,2,64.0,58.0,1,1,2,1.01,1,1,1187
0.4,3,3,1,62.2,59.0,1,1,1,1.01,1,0,1187
0.7,7,8,1,63.4,56.0,1,1,1,1.58,0,0,1187
0.7,8,8,1,62.3,55.0,1,1,1,1.0,1,0,1188
0.41,3,3,1,62.7,56.0,1,1,1,1.01,1,0,1188
0.45,5,3,1,61.7,59.0,1,1,1,1.01,1,0,1188
0.5,7,3,3,64.5,57.0,1,2,2,1.01,1,0,1188
0.5,5,7,2,60.6,61.0,1,1,1,1.0,1,3,1188
0.55,7,4,1,62.8,57.0,1,1,1,1.01,1,1,1189
0.5,1,7,4,61.8,63.0,1,3,2,1.02,1,2,1189
0.45,5,4,1,62.9,57.0,1,1,1,1.0,1,0,1190
0.45,3,5,1,60.5,60.0,1,1,1,1.0,1,0,1190
0.5,7,6,1,61.6,59.0,1,1,1,1.01,1,0,1190
0.45,1,4,3,64.3,58.0,1,1,2,1.0,1,0,1190
0.5,4,8,1,61.8,57.0,1,1,1,1.01,1,1,1191
0.7,8,7,4,64.0,61.0,1,2,2,1.01,1,1,1191
0.36,1,3,1,62.7,57.0,1,1,1,1.01,1,0,1191
0.43,3,5,1,61.4,59.0,1,1,1,1.01,1,0,1192
0.42,3,3,1,62.8,55.0,1,1,1,1.0,1,0,1192
0.53,6,7,1,62.0,58.0,1,1,1,1.01,0,0,1192
0.36,2,3,1,62.0,57.0,1,1,1,1.0,1,0,1193
0.61,5,8,3,64.1,57.0,1,1,2,1.01,0,0,1193
0.5,2,8,1,62.2,57.0,1,1,1,1.01,0,0,1193
0.7,8,7,4,64.6,59.0,1,2,2,1.01,1,0,1193
0.39,2,2,1,62.4,56.0,1,1,1,1.01,0,0,1193
0.5,6,6,2,61.4,60.0,1,2,2,1.01,1,0,1193
0.5,4,6,4,64.7,56.0,2,2,3,1.01,1,0,1194
0.37,1,3,1,61.9,60.0,1,1,1,1.01,1,1,1194
0.62,8,6,1,61.8,58.0,1,1,1,1.01,0,0,1194
0.5,2,8,1,60.3,58.0,1,1,1,1.0,1,0,1194
0.46,1,4,1,62.5,58.0,1,1,1,1.0,1,2,1194
0.65,8,3,1,62.6,58.0,1,1,1,1.01,1,2,1194
0.4,1,3,1,62.6,59.0,1,2,1,1.01,1,0,1194
0.45,1,4,1,61.0,60.0,1,1,1,1.01,1,1,1195
0.55,7,6,1,62.7,57.0,1,1,1,1.0,0,0,1195
0.43,3,2,1,63.0,57.0,1,1,1,1.01,1,1,1196
0.41,2,3,1,62.9,56.0,1,1,1,1.01,1,0,1196
0.45,4,5,1,61.3,58.0,1,1,1,1.01,0,0,1196
0.61,7,6,1,62.2,57.0,1,1,1,1.01,1,0,1197
0.45,2,5,1,61.9,59.0,1,1,1,1.01,1,0,1197
0.6,6,7,4,64.6,56.0,1,2,2,1.01,1,2,1197
0.55,5,7,1,60.2,59.0,1,1,1,1.0,1,0,1197
0.5,3,7,3,63.7,55.0,1,3,2,1.01,1,0,1197
0.5,6,7,1,61.4,55.0,1,1,1,1.0,1,0,1197
0.56,7,5,5,65.3,62.0,2,3,3,1.01,1,0,1198
0.41,1,3,1,62.9,57.0,1,1,1,1.01,1,1,1198
0.37,3,2,1,62.9,56.0,1,1,1,1.01,1,0,1198
0.46,4,6,1,59.3,59.0,1,1,1,1.0,1,0,1198
0.45,2,3,3,64.5,58.0,1,1,2,1.0,1,1,1198
0.5,6,7,1,61.5,58.0,1,1,1,1.01,1,0,1198
0.41,2,3,1,61.1,58.0,1,1,1,1.01,0,0,1198
0.51,6,6,4,63.1,61.0,2,2,2,1.59,0,0,1199
0.7,8,7,4,64.6,57.0,1,2,2,1.0,1,0,1199
0.7,8,8,1,62.8,57.0,1,1,1,1.01,1,0,1199
0.45,3,6,3,59.2,62.0,1,1,1,1.0,1,2,1199
0.41,3,2,1,62.0,55.0,1,1,1,1.0,1,0,1199
0.61,7,5,1,62.6,57.0,1,1,1,1.01,0,3,1200
0.61,7,5,1,62.6,57.0,1,1,1,1.01,0,3,1200
0.38,1,3,1,62.6,56.0,1,1,1,1.0,1,0,1200
0.44,1,4,1,62.8,56.0,1,1,1,1.0,1,0,1200
0.4,2,2,1,61.9,54.0,1,2,1,1.01,1,0,1200
0.5,7,5,1,63.0,57.0,1,1,1,1.01,1,0,1200
0.38,1,3,1,62.6,56.0,1,1,1,1.0,1,0,1200
0.44,1,4,1,62.8,56.0,1,1,1,1.0,1,0,1200
0.5,8,2,1,59.9,60.0,1,1,1,1.01,1,0,1200
0.4,2,2,1,61.9,54.0,1,2,1,1.01,1,0,1200
0.44,2,3,1,61.0,59.0,1,1,1,1.01,1,1,1200
0.45,3,5,1,61.8,59.0,1,1,1,1.01,1,0,1200
0.7,8,7,1,62.4,57.0,1,2,1,1.61,0,0,1200
0.5,4,7,3,61.8,55.0,3,2,2,1.0,1,1,1200
0.5,4,7,2,61.1,54.0,2,2,2,1.01,4,0,1200
0.5,5,7,4,65.4,58.0,1,1,3,1.01,1,0,1200
0.5,4,7,3,61.5,54.0,2,3,2,1.0,1,0,1200
0.53,7,3,1,62.1,57.0,1,1,1,1.01,1,0,1201
0.5,5,7,4,64.3,57.0,2,3,2,1.01,1,1,1201
0.46,3,3,3,64.2,56.0,1,1,2,1.0,1,0,1201
0.34,2,3,1,60.7,57.0,1,1,1,1.0,1,0,1202
0.52,2,7,1,62.4,57.0,1,1,1,1.01,1,0,1202
0.5,3,8,1,62.3,58.0,1,1,1,1.01,0,0,1202
0.5,7,3,3,63.9,57.0,1,2,2,1.01,1,1,1202
0.5,7,5,1,62.6,58.0,1,1,1,1.0,0,0,1203
0.5,1,8,2,60.3,59.0,1,2,2,1.01,1,0,1203
0.45,1,6,1,62.9,56.0,1,1,1,1.01,1,0,1203
0.7,8,6,4,67.2,59.0,1,3,3,1.03,1,0,1203
0.5,7,4,1,62.5,59.0,1,2,1,1.01,1,0,1204
0.52,2,8,2,62.7,59.0,2,2,2,1.0,0,0,1204
0.46,1,6,1,62.4,57.0,1,1,1,1.0,1,1,1204
0.71,8,6,1,61.1,60.0,1,1,1,1.01,1,0,1204
0.45,2,5,1,62.9,56.0,1,1,1,1.01,1,0,1204
0.56,5,8,1,63.1,55.0,1,1,1,1.01,1,1,1205
0.45,2,5,1,62.2,57.0,1,1,1,1.0,1,0,1205
0.46,2,3,3,64.5,56.0,1,2,2,1.01,1,1,1205
0.5,2,8,1,62.5,58.0,1,1,1,1.01,0,0,1205
0.53,2,8,5,58.9,63.0,2,2,2,1.01,0,0,1205
0.5,6,7,1,60.5,57.0,1,1,1,1.01,1,0,1205
0.4,2,3,1,62.5,57.0,1,1,1,1.0,1,0,1205
0.55,1,8,1,62.6,56.0,1,1,1,1.01,1,2,1206
0.5,6,6,3,59.4,60.0,1,2,2,1.01,1,0,1207
0.52,7,4,1,61.5,60.0,1,1,1,1.01,1,0,1207
0.45,4,4,1,62.8,55.0,1,1,1,1.0,1,0,1207
0.45,4,4,1,62.4,58.0,1,1,1,1.01,1,0,1207
0.7,8,6,3,63.8,56.0,1,2,2,1.01,1,3,1208
0.4,2,2,1,61.8,55.0,1,2,1,1.01,1,0,1208
0.45,1,4,3,64.2,56.0,1,1,2,1.55,1,0,1208
0.5,3,7,1,62.9,56.0,1,2,1,1.01,1,3,1208
0.5,5,7,4,66.3,60.0,1,2,3,1.01,1,0,1208
0.5,1,7,4,64.8,55.0,1,3,3,1.01,1,0,1208
0.5,6,5,1,62.3,60.0,1,1,1,1.01,1,3,1209
0.6,7,8,1,62.6,58.0,1,1,1,1.01,1,0,1210
0.45,1,3,2,63.4,57.0,1,2,2,1.01,1,1,1210
0.5,7,3,2,63.4,57.0,1,2,1,1.57,1,1,1210
0.5,7,4,1,62.7,57.0,1,1,1,1.01,1,0,1210
0.5,3,8,1,62.6,56.0,1,1,1,1.01,1,0,1210
0.54,4,8,1,62.9,55.0,2,1,1,1.0,1,0,1210
0.34,1,3,3,58.9,62.0,1,1,1,1.0,1,0,1210
0.55,7,2,1,62.8,56.0,1,1,1,1.6,0,0,1211
0.51,2,7,1,62.2,57.0,2,1,1,1.01,1,1,1211
0.45,3,4,1,62.0,56.0,1,1,1,1.0,1,0,1211
0.5,3,8,3,64.2,57.0,1,2,2,1.01,1,0,1211
0.37,1,3,1,62.6,56.0,1,1,1,1.0,1,0,1211
0.52,4,8,1,62.2,60.0,1,1,1,1.01,0,0,1212
0.5,7,4,1,62.7,56.0,1,1,1,1.0,1,3,1212
0.59,8,8,1,60.9,60.0,1,1,1,1.01,1,0,1212
0.5,6,5,3,58.1,61.0,1,1,1,1.0,2,0,1212
0.6,8,3,1,62.6,56.0,1,1,1,1.01,1,2,1213
0.45,2,5,1,62.9,57.0,1,1,1,1.01,1,0,1213
0.6,8,3,1,61.7,56.0,1,2,1,1.01,1,1,1213
0.6,7,7,1,62.3,58.0,1,1,1,1.0,1,3,1213
0.45,2,3,1,61.6,60.0,1,1,1,1.01,1,1,1214
0.6,2,8,4,64.7,56.0,1,2,3,1.0,1,0,1214
0.5,6,6,3,63.9,55.0,1,2,2,1.01,1,0,1214
0.5,6,3,1,62.2,56.0,1,1,1,1.01,1,2,1214
0.4,1,3,1,62.8,58.0,1,1,1,1.01,1,0,1214
0.41,1,5,1,61.5,59.0,1,1,1,1.01,0,0,1214
0.6,7,7,1,62.7,58.0,1,1,1,1.01,0,1,1215
0.51,7,3,3,64.2,57.0,1,1,2,1.01,0,0,1215
0.5,3,5,5,66.8,60.0,1,2,4,1.01,1,0,1215
0.54,3,8,1,62.7,55.0,1,1,1,1.01,2,0,1215
0.39,1,3,1,62.2,56.0,1,1,1,1.01,0,0,1215
0.45,1,6,1,61.6,59.0,1,1,1,1.01,1,1,1216
0.35,1,3,2,62.3,56.0,2,2,1,1.01,1,0,1216
0.39,1,2,1,61.5,58.0,1,1,1,1.01,1,1,1216
0.46,1,3,4,64.2,57.0,2,2,2,1.01,1,1,1216
0.4,1,3,2,63.2,56.0,1,2,1,1.02,1,0,1216
0.5,2,5,5,68.5,59.0,2,2,4,1.01,1,1,1216
0.45,3,4,1,62.2,58.0,1,2,1,1.01,1,1,1217
0.6,5,8,4,64.4,58.0,1,3,2,1.02,0,0,1217
0.5,4,7,4,57.8,58.0,1,2,3,1.01,1,0,1217
0.38,3,2,1,62.6,56.0,1,1,1,1.0,1,0,1218
0.51,7,3,1,62.4,57.0,1,1,1,1.0,0,0,1218
0.45,3,5,1,62.1,58.0,1,1,1,1.01,1,0,1218
0.45,3,5,1,59.8,58.0,1,1,1,1.0,1,0,1218
0.45,3,5,1,62.6,57.0,1,1,1,1.0,1,0,1218
0.45,3,5,1,60.5,60.0,1,1,1,1.0,1,0,1218
0.7,8,6,3,63.9,58.0,1,2,2,1.01,1,1,1218
0.45,2,4,1,61.9,59.0,1,1,1,1.0,1,0,1219
0.5,7,3,1,61.3,60.0,1,1,1,1.01,1,0,1219
0.53,6,7,1,62.0,58.0,1,1,1,1.0,0,0,1219
0.5,7,5,2,62.1,61.0,1,1,1,1.01,0,0,1219
0.5,4,8,1,59.9,59.0,1,1,1,1.0,1,0,1220
0.7,8,7,2,63.1,59.0,1,2,2,1.01,1,0,1221
0.36,2,1,1,61.9,57.0,1,1,1,1.01,1,0,1221
0.5,2,8,2,62.7,56.0,2,2,1,1.01,1,0,1221
0.7,8,7,4,64.3,60.0,1,2,2,1.01,0,1,1221
0.4,2,3,1,61.1,59.0,1,1,1,1.01,1,0,1221
0.36,1,3,1,61.5,60.0,1,1,1,1.0,1,1,1222
0.46,3,4,1,62.8,55.0,1,1,1,1.0,1,0,1224
0.42,2,2,1,61.3,60.0,1,1,1,1.01,1,1,1224
0.6,7,6,1,63.3,56.0,1,1,1,1.01,1,1,1225
0.5,7,6,1,60.8,59.0,1,1,1,1.01,1,0,1225
0.51,5,8,1,61.1,60.0,1,1,1,1.0,1,1,1225
0.47,1,6,1,61.9,57.0,1,1,1,1.0,1,1,1226
0.5,5,6,4,66.6,56.0,1,2,3,1.02,1,0,1226
0.41,3,3,1,62.4,57.0,1,1,1,1.01,0,0,1226
0.55,5,7,4,64.8,57.0,1,2,2,1.01,1,0,1227
0.61,7,3,3,63.5,59.0,2,2,2,1.01,1,2,1227
0.6,6,6,4,64.4,59.0,2,2,3,1.0,1,0,1228
0.5,3,8,1,62.8,57.0,1,1,1,1.01,0,0,1228
0.5,1,8,1,62.5,56.0,1,1,1,1.0,1,0,1230
0.7,7,8,4,64.5,57.0,2,2,2,1.0,0,1,1230
0.6,7,7,1,62.7,55.0,1,2,1,1.01,1,0,1230
0.5,3,6,4,63.8,56.0,2,3,2,1.01,1,2,1230
0.4,2,2,1,61.8,60.0,1,1,1,1.01,1,0,1231
0.42,2,5,1,61.3,59.0,1,1,1,1.01,1,0,1232
0.4,1,3,1,62.2,57.0,1,1,1,1.01,1,0,1232
0.5,4,4,4,65.8,58.0,1,2,3,1.02,1,0,1232
0.43,1,2,1,62.8,57.0,1,1,1,1.01,1,2,1233
0.5,7,4,1,63.4,56.0,1,1,1,1.01,1,0,1233
0.5,6,6,2,59.5,56.0,1,2,2,1.01,1,1,1234
0.45,3,3,1,62.9,56.0,1,1,1,1.0,1,1,1235
0.5,7,5,1,62.6,57.0,1,1,1,1.01,1,0,1235
0.45,3,4,1,62.8,57.0,1,1,1,1.01,1,0,1237
0.45,2,5,2,59.7,62.0,1,1,1,1.0,1,0,1237
0.57,7,6,1,61.3,59.0,1,1,1,1.01,0,0,1238
0.33,1,2,1,60.7,56.0,1,1,1,1.01,1,0,1238
0.52,7,4,1,62.8,56.0,1,1,1,1.01,1,0,1240
0.46,3,4,1,61.8,57.0,1,1,1,1.01,1,0,1240
0.41,1,2,1,61.9,56.0,1,1,1,1.01,1,2,1240
0.45,1,4,1,60.6,60.0,1,1,1,1.01,1,1,1240
0.51,3,7,3,63.7,56.0,2,1,2,1.01,1,0,1241
0.45,3,4,2,62.2,61.0,1,1,1,1.0,1,0,1243
0.44,2,2,1,61.1,59.0,1,1,1,1.01,1,2,1243
0.5,4,4,4,68.3,58.0,1,2,4,1.02,1,2,1244
0.55,6,7,1,61.5,60.0,1,1,1,1.0,1,0,1244
0.5,5,7,3,63.6,57.0,1,2,2,1.01,1,1,1244
0.5,4,5,4,65.0,57.0,1,2,3,1.01,1,1,1244
0.6,5,8,2,62.6,53.0,1,2,1,1.01,1,1,1245
0.41,1,3,1,62.1,58.0,1,1,1,1.0,1,0,1245
0.45,2,5,1,62.5,58.0,1,1,1,1.0,1,0,1245
0.5,2,7,2,62.2,58.0,2,2,1,1.01,1,2,1245
0.43,1,5,1,61.3,56.0,1,1,1,1.01,1,0,1246
0.5,6,6,1,61.8,59.0,1,1,1,1.01,0,1,1246
0.54,1,8,1,63.1,57.0,1,1,1,1.58,1,1,1247
0.5,5,7,3,63.1,59.0,1,3,2,1.02,0,0,1247
0.5,4,7,4,63.6,61.0,1,2,2,1.01,0,0,1248
0.61,2,8,1,62.6,56.0,1,1,1,1.01,1,3,1248
0.46,1,4,1,62.4,58.0,1,1,1,1.0,1,1,1250
0.56,8,5,3,58.9,62.0,1,1,1,1.01,1,0,1251
0.5,4,8,4,64.9,57.0,1,2,2,1.01,1,0,1251
0.7,8,7,3,64.1,58.0,1,1,2,1.01,1,0,1251
0.41,1,2,1,62.0,56.0,1,1,1,1.01,1,2,1252
0.36,1,2,1,62.6,55.0,1,1,1,1.0,1,0,1252
0.35,1,2,1,61.6,58.0,1,1,1,1.01,1,0,1252
0.41,2,3,1,62.5,56.0,1,1,1,1.0,1,0,1252
0.5,1,7,2,63.5,56.0,1,1,2,1.01,1,2,1253
0.45,1,5,1,63.1,56.0,1,1,1,1.01,1,0,1254
0.5,1,7,4,64.9,54.0,1,1,3,1.01,0,0,1254
