Carat Weight,Color,Clarity,Cut,Depth %,Table %,Polish,Symmetry,Cut Grade,Length to Width,Culet,Fluorescence,Price
1.01,7,5,1,61.8,59.0,1,1,1,1.01,1,0,5275
1.11,2,8,1,61.0,56.0,1,1,1,1.01,1,1,5276
1.2,7,5,1,61.6,60.0,1,1,1,1.01,1,1,5276
1.01,6,5,1,62.8,56.0,1,1,1,1.0,1,3,5276
0.9,1,6,1,62.9,58.0,1,1,1,1.0,1,0,5277
1.01,2,7,1,62.0,58.0,1,1,1,1.01,1,2,5278
1.0,6,7,1,62.3,59.0,1,1,1,1.01,1,0,5279
0.9,5,4,1,62.5,57.0,1,1,1,1.0,1,0,5280
0.87,3,4,2,59.1,61.0,1,1,1,1.0,1,0,5281
1.09,1,8,1,62.3,56.0,1,1,1,1.0,1,1,5281
1.1,6,7,1,62.5,56.0,1,1,1,1.0,1,0,5281
1.0,1,8,1,62.6,56.0,1,1,1,1.0,1,2,5281
1.0,6,3,1,62.6,58.0,1,1,1,1.01,1,3,5282
1.2,8,3,1,63.1,56.0,1,1,1,1.0,1,0,5282
0.9,1,4,3,63.9,57.0,1,2,2,1.01,1,0,5284
0.9,1,4,4,64.9,59.0,1,2,2,1.01,1,0,5285
0.91,1,3,4,66.3,59.0,2,2,3,1.01,1,1,5285
1.15,4,8,1,62.7,57.0,1,1,1,1.01,1,0,5286
1.01,5,4,4,66.1,60.0,1,2,3,1.01,1,0,5286
0.9,7,3,4,66.6,55.0,1,2,3,1.01,1,0,5287
0.9,2,5,1,62.7,55.0,1,1,1,1.01,1,0,5287
1.03,7,5,1,62.1,59.0,1,1,1,1.01,1,0,5288
0.71,1,1,1,62.3,58.0,1,1,1,1.01,1,1,5288
1.1,8,3,1,62.4,58.0,1,1,1,1.01,1,0,5289
0.83,1,4,1,61.7,57.0,1,1,1,1.0,0,0,5290
1.0,1,7,4,64.0,56.0,2,3,2,1.02,1,0,5290
1.0,6,6,3,58.6,61.0,1,1,1,1.0,1,1,5292
0.85,1,4,1,62.4,58.0,1,1,1,1.01,1,0,5292
0.71,1,2,1,62.3,59.0,1,1,1,1.01,1,0,5294
1.01,2,7,3,62.9,60.0,2,2,2,1.01,1,0,5294
1.13,7,6,1,62.1,58.0,1,1,1,1.01,1,0,5295
0.91,2,4,5,64.2,62.0,2,2,2,1.01,1,2,5295
1.02,6,6,3,64.0,57.0,1,2,2,1.01,1,0,5295
1.0,6,7,1,62.0,60.0,1,1,1,1.01,1,1,5296
1.0,6,2,3,64.2,57.0,1,2,2,1.01,1,0,5296
1.0,6,2,4,64.9,55.0,1,2,2,1.01,0,0,5296
1.01,1,8,1,62.7,58.0,1,1,1,1.01,1,0,5296
1.0,1,6,5,66.7,58.0,1,3,4,1.01,1,1,5297
1.0,2,8,1,62.9,57.0,1,1,1,1.01,1,0,5298
0.8,2,3,1,63.1,56.0,1,1,1,1.01,1,0,5298
0.86,2,5,1,62.7,58.0,1,1,1,1.01,1,0,5299
0.9,5,3,1,62.8,58.0,1,1,1,1.01,1,0,5300
1.0,5,7,1,63.5,56.0,1,1,1,1.0,1,0,5301
1.0,1,8,1,62.6,56.0,1,1,1,1.0,1,3,5301
0.8,2,2,1,63.2,55.0,1,1,1,1.01,1,0,5302
1.02,7,3,2,59.6,61.0,1,1,1,1.01,1,0,5302
1.09,7,4,1,61.6,58.0,1,1,1,1.01,0,1,5302
1.21,8,5,1,62.5,58.0,1,1,1,1.01,1,0,5302
0.84,2,4,1,61.9,58.0,1,1,1,1.01,1,0,5304
1.3,8,5,1,63.2,56.0,1,1,1,1.01,1,2,5308
1.03,3,7,1,62.1,59.0,1,1,1,1.01,1,2,5308
0.8,2,2,1,62.9,56.0,1,1,1,1.01,1,0,5308
0.97,1,5,4,65.3,55.0,1,2,2,1.01,1,2,5308
0.94,2,7,1,62.8,55.0,1,1,1,1.0,1,0,5308
1.02,5,8,1,61.1,59.0,2,1,1,1.01,1,0,5310
1.09,7,4,1,63.0,58.0,1,1,1,1.01,1,0,5310
1.01,6,3,2,61.4,61.0,1,1,1,1.01,1,3,5311
0.8,1,3,1,62.2,56.0,1,1,1,1.01,0,0,5315
1.01,6,6,1,62.6,56.0,1,1,1,1.0,1,0,5316
1.3,7,7,1,62.4,56.0,1,1,1,1.01,1,2,5317
1.0,7,3,1,62.8,60.0,1,1,1,1.01,1,2,5317
1.0,7,3,1,62.8,58.0,1,1,1,1.01,1,2,5317
0.9,1,6,1,62.4,56.0,1,1,1,1.0,1,0,5317
1.0,7,3,2,61.0,62.0,1,1,1,1.01,1,2,5317
1.36,5,8,1,62.7,58.0,1,1,1,1.01,1,1,5318
1.0,5,6,3,64.5,57.0,2,1,2,1.01,0,0,5318
1.0,2,7,3,65.0,55.0,1,1,2,1.01,1,0,5318
0.7,1,2,1,62.9,57.0,1,1,1,1.01,1,0,5320
1.0,2,6,4,67.3,57.0,1,3,3,1.02,1,0,5321
1.11,7,5,1,61.8,59.0,1,1,1,1.0,1,1,5321
1.01,6,6,1,62.8,59.0,1,1,1,1.0,1,0,5321
1.01,2,7,1,62.3,58.0,1,1,1,1.01,1,1,5322
1.2,4,8,1,62.7,55.0,1,1,1,1.01,1,1,5322
1.0,5,5,4,64.8,56.0,1,2,3,1.01,1,0,5322
1.0,2,7,5,58.0,62.0,2,2,2,1.01,1,1,5322
1.23,7,7,1,62.8,57.0,1,1,1,1.01,1,0,5324
1.01,4,7,1,61.8,59.0,1,2,1,1.01,1,1,5326
1.01,7,3,1,62.5,58.0,1,1,1,1.01,1,0,5326
0.9,5,2,1,62.9,57.0,1,1,1,1.0,1,0,5326
1.01,1,7,3,64.4,58.0,1,2,2,1.01,1,0,5326
1.01,7,3,1,62.6,57.0,1,1,1,1.01,1,0,5326
1.2,4,8,2,59.3,60.0,1,1,1,1.0,1,0,5326
1.02,6,7,1,60.1,60.0,1,1,1,1.0,1,0,5327
1.4,8,6,2,59.4,61.0,1,1,1,1.01,1,1,5327
1.02,6,7,1,61.9,59.0,1,1,1,1.01,1,1,5329
1.05,1,8,1,61.8,58.0,1,1,1,1.01,1,1,5329
1.03,7,3,1,63.1,56.0,1,1,1,1.01,1,0,5329
0.69,1,1,1,61.5,58.0,1,1,1,1.01,0,0,5330
1.0,7,4,3,59.7,64.0,1,1,2,1.01,1,0,5332
1.2,7,6,2,62.7,58.0,1,1,3,1.01,0,0,5332
1.0,4,5,5,65.6,61.0,1,2,3,1.01,1,0,5332
1.0,7,4,1,61.9,60.0,1,1,1,1.0,1,1,5332
0.71,1,2,1,59.7,59.0,1,1,1,1.01,1,0,5335
1.09,1,8,1,62.5,59.0,1,1,1,1.0,1,1,5335
1.2,4,8,2,60.2,62.0,1,1,1,1.0,1,0,5338
0.9,2,4,3,63.4,56.0,2,2,2,1.01,1,1,5338
0.9,2,4,3,63.7,59.0,2,2,2,1.01,1,1,5338
1.16,6,6,1,62.6,57.0,1,1,1,1.01,1,0,5338
1.01,6,3,1,63.2,56.0,1,1,1,1.01,1,2,5339
1.0,1,7,1,62.7,57.0,1,1,1,1.01,1,2,5340
1.0,6,5,1,62.8,58.0,1,2,1,1.01,1,0,5344
1.0,2,6,4,65.2,56.0,1,3,3,1.01,1,1,5344
1.2,2,8,1,62.2,59.0,1,1,1,1.01,1,3,5345
1.01,6,6,1,62.8,57.0,1,1,1,1.01,1,0,5345
1.01,3,7,3,63.6,57.0,1,2,2,1.01,1,0,5349
0.9,1,5,1,62.2,58.0,1,1,1,1.0,1,1,5350
1.0,5,7,2,59.3,60.0,1,1,1,1.0,1,2,5350
1.02,4,8,1,61.3,59.0,1,1,1,1.01,0,0,5350
1.13,3,8,1,62.4,58.0,1,1,1,1.0,1,0,5350
1.01,2,8,2,59.3,61.0,1,1,1,1.01,1,0,5351
1.01,2,8,1,60.5,60.0,1,1,1,1.0,0,0,5351
1.05,7,6,1,62.4,56.0,1,1,1,1.0,1,0,5352
1.0,1,7,3,64.2,57.0,1,2,2,1.01,1,0,5352
1.04,5,6,1,62.5,59.0,1,1,1,1.0,1,3,5354
1.0,4,6,4,65.0,55.0,1,3,2,1.02,1,0,5355
1.12,6,5,1,60.9,59.0,1,1,1,1.01,1,1,5355
1.09,7,4,1,62.0,57.0,1,1,1,1.0,1,0,5356
1.01,6,5,1,60.7,59.0,1,1,1,1.0,1,1,5356
1.0,6,5,4,64.6,57.0,1,2,2,1.01,1,0,5359
1.15,7,4,1,62.5,56.0,1,1,1,1.0,1,1,5359
1.16,3,8,1,61.1,60.0,1,1,1,1.01,1,1,5360
1.03,3,7,3,58.5,61.0,1,1,1,1.0,1,2,5360
1.26,6,8,1,62.3,57.0,1,1,1,1.0,1,0,5360
0.8,2,3,1,62.6,57.0,1,1,1,1.01,1,0,5361
1.13,4,7,1,63.2,56.0,1,1,1,1.01,1,0,5362
1.01,5,6,1,62.6,58.0,1,1,1,1.01,1,3,5362
1.01,1,8,1,62.3,56.0,1,1,1,1.01,1,1,5362
1.1,8,2,1,61.3,57.0,1,1,1,1.01,1,0,5365
1.0,2,7,2,63.6,56.0,1,1,1,1.01,1,1,5365
1.02,1,8,3,61.3,58.0,2,3,2,1.0,2,1,5365
1.0,7,4,1,62.5,60.0,1,1,1,1.01,1,0,5366
1.15,5,8,1,62.1,59.0,1,1,1,1.01,1,0,5366
1.0,3,7,4,62.4,65.0,1,2,2,1.01,0,0,5366
1.26,7,6,1,60.7,59.0,1,1,1,1.01,1,2,5366
1.0,4,4,4,66.8,57.0,1,2,3,1.01,0,1,5367
0.9,3,6,1,62.3,60.0,1,1,1,1.01,1,0,5367
1.2,7,5,1,62.4,58.0,1,1,1,1.0,1,0,5367
1.2,7,5,1,62.4,57.0,1,1,1,1.0,1,0,5367
1.0,6,6,2,60.6,62.0,1,1,1,1.0,0,0,5369
1.14,6,7,1,62.5,58.0,1,1,1,1.0,1,1,5369
1.0,4,7,4,61.8,63.0,1,2,2,1.01,1,0,5369
1.01,7,3,1,62.9,56.0,1,1,1,1.0,1,2,5370
0.85,1,4,1,62.9,54.0,1,1,1,1.01,1,0,5371
1.0,4,7,2,62.5,57.0,2,2,2,1.01,1,2,5374
1.0,2,8,2,61.4,62.0,1,1,1,1.0,1,1,5376
1.3,8,6,1,62.2,58.0,1,1,1,1.01,1,1,5376
1.19,6,7,1,61.4,60.0,1,1,1,1.01,1,0,5378
0.83,1,4,1,62.1,57.0,1,1,1,1.0,1,0,5379
1.03,7,5,1,62.5,58.0,1,1,1,1.0,1,0,5379
1.0,5,8,2,59.2,61.0,1,1,1,1.0,1,0,5380
0.88,4,3,1,62.2,55.0,1,1,1,1.01,1,0,5380
1.21,6,7,3,64.4,56.0,1,1,2,1.0,1,0,5382
0.81,1,3,1,62.5,57.0,1,1,1,1.01,1,0,5382
1.0,1,8,1,63.2,57.0,1,1,1,1.01,1,0,5384
1.0,7,3,1,62.7,57.0,1,1,1,1.01,1,0,5384
1.0,1,8,1,62.3,58.0,1,1,1,1.0,1,0,5384
0.82,3,2,1,62.3,57.0,1,1,1,1.0,1,0,5386
0.9,1,6,1,62.9,58.0,1,1,1,1.01,1,0,5387
1.13,6,5,1,62.8,57.0,1,1,1,1.0,1,1,5389
1.16,1,8,3,64.2,57.0,1,1,2,1.01,1,0,5390
0.9,1,6,1,61.2,59.0,1,1,1,1.01,1,0,5390
1.0,1,7,4,65.0,55.0,1,2,2,1.01,0,0,5390
1.01,1,7,1,62.4,55.0,2,1,1,1.0,1,2,5395
1.02,2,8,1,62.1,55.0,1,1,1,1.0,0,0,5396
1.03,7,3,1,62.7,57.0,1,1,1,1.01,1,1,5397
1.0,1,7,3,61.7,62.0,1,2,1,1.01,1,3,5398
1.0,4,5,4,64.2,57.0,2,2,2,1.01,1,3,5399
0.73,1,2,1,60.8,56.0,1,1,1,1.01,1,0,5399
1.01,7,3,1,61.9,59.0,1,1,1,1.01,1,0,5400
1.13,4,8,1,62.4,58.0,1,1,1,1.01,1,0,5400
0.95,5,4,1,61.9,55.0,1,1,1,1.0,1,0,5401
1.0,7,4,1,62.7,57.0,1,1,1,1.01,1,0,5401
1.0,7,4,1,61.6,59.0,1,1,1,1.0,1,1,5401
1.0,6,7,1,62.4,58.0,1,1,1,1.0,1,0,5401
1.0,7,4,1,62.5,58.0,1,1,1,1.01,1,0,5401
0.96,5,4,1,62.2,58.0,1,1,1,1.01,1,0,5402
1.0,2,7,3,63.3,59.0,2,2,2,1.01,0,1,5403
1.21,2,8,1,62.8,56.0,1,1,1,1.01,1,2,5407
1.0,1,6,4,65.1,56.0,1,2,2,1.01,1,3,5409
0.72,1,2,1,61.2,59.0,1,1,1,1.01,1,0,5410
1.01,3,6,4,64.6,58.0,1,3,2,1.02,1,1,5410
1.2,6,7,2,63.9,57.0,1,1,2,1.01,1,0,5411
1.2,7,7,1,62.6,57.0,1,1,1,1.0,1,0,5411
1.04,7,3,1,62.1,57.0,1,1,1,1.01,1,0,5411
1.0,2,5,5,66.9,60.0,1,3,3,1.02,0,1,5413
1.08,4,8,1,61.6,60.0,1,1,1,1.01,1,0,5415
1.08,6,7,1,62.8,57.0,1,1,1,1.01,1,0,5415
1.01,2,7,1,62.5,58.0,1,1,1,1.0,1,0,5417
1.01,1,7,1,62.7,56.0,1,1,1,1.01,1,2,5417
0.9,2,4,1,63.3,54.0,1,1,1,1.0,1,1,5419
1.26,7,7,1,62.7,58.0,1,1,1,1.01,1,3,5419
1.01,4,4,4,65.5,58.0,1,2,3,1.01,1,0,5420
1.0,3,7,1,63.0,58.0,1,1,1,1.01,1,2,5420
1.01,4,8,1,60.6,59.0,1,1,1,1.01,1,0,5420
1.0,3,5,5,59.4,64.0,2,3,3,1.02,1,1,5420
0.9,1,6,1,62.6,58.0,1,1,1,1.0,1,0,5421
1.0,5,6,1,60.9,58.0,1,2,1,1.01,0,1,5421
1.31,2,8,1,62.5,58.0,2,1,1,1.0,1,3,5423
1.0,3,5,4,66.5,55.0,1,1,3,1.0,1,0,5423
0.73,4,2,1,62.4,57.0,1,1,1,1.01,1,0,5426
0.7,1,2,2,59.0,61.0,1,1,1,1.0,1,0,5428
1.05,7,4,1,62.2,56.0,1,1,1,1.01,1,1,5429
1.02,4,8,1,62.7,57.0,1,1,1,1.0,0,0,5429
1.05,7,4,1,62.2,60.0,1,1,1,1.0,1,1,5429
0.9,4,4,4,59.4,63.0,1,1,2,1.0,1,0,5430
0.84,2,4,2,58.9,60.0,1,1,1,1.01,1,0,5430
1.12,7,4,1,62.8,58.0,1,1,1,1.0,1,2,5430
1.01,2,8,1,59.8,59.0,1,1,1,1.0,1,0,5430
1.03,3,8,2,60.1,61.0,1,1,1,1.0,1,0,5431
1.03,4,7,1,61.9,59.0,1,1,1,1.01,1,0,5431
1.03,2,7,1,62.7,58.0,1,1,1,1.01,1,3,5431
1.01,3,8,1,62.1,57.0,1,1,1,1.0,1,0,5432
1.0,4,7,4,61.8,63.0,1,2,2,1.01,1,0,5435
1.08,8,2,1,61.9,58.0,1,1,1,1.01,1,0,5436
1.0,4,4,5,65.5,61.0,1,2,3,1.0,0,0,5436
1.0,7,4,2,62.5,61.0,1,1,1,1.0,1,1,5437
1.45,8,7,1,60.2,58.0,1,1,1,1.01,1,0,5437
1.0,1,7,2,63.8,55.0,1,1,2,1.0,0,0,5438
1.0,7,3,1,62.4,58.0,1,1,1,1.01,1,1,5438
1.0,7,3,1,62.6,55.0,1,1,1,1.01,1,1,5438
1.0,6,5,3,63.8,58.0,1,2,2,1.0,1,0,5438
1.0,6,5,3,64.3,57.0,1,2,2,1.01,1,0,5438
1.0,6,6,1,62.6,56.0,1,1,1,1.01,1,0,5446
1.03,5,8,1,62.5,57.0,1,1,1,1.01,1,0,5448
1.07,2,8,1,62.2,57.0,1,1,1,1.0,0,0,5449
1.02,4,7,1,62.8,56.0,1,1,1,1.0,1,3,5449
1.0,4,6,4,59.5,63.0,1,3,2,1.01,1,0,5449
1.01,5,6,1,62.6,55.0,1,1,1,1.0,1,2,5450
0.9,5,2,1,62.9,60.0,1,1,1,1.01,1,0,5450
0.91,1,6,1,62.7,57.0,1,1,1,1.0,1,0,5450
1.51,8,8,3,64.4,56.0,1,1,2,1.01,1,2,5450
1.06,7,2,1,62.8,57.0,1,1,1,1.01,1,0,5451
1.03,1,7,1,62.3,57.0,1,1,1,1.0,1,3,5452
1.01,1,7,1,62.4,59.0,1,1,1,1.01,1,2,5453
1.04,5,6,1,61.8,59.0,1,1,1,1.0,1,3,5453
1.0,1,4,4,66.2,58.0,1,3,3,1.02,1,1,5453
1.11,7,4,1,62.0,58.0,1,1,1,1.01,1,0,5453
1.0,5,7,2,61.4,61.0,1,1,1,1.0,1,1,5455
1.07,5,7,1,60.9,59.0,1,1,1,1.01,1,2,5456
1.0,4,5,4,66.4,58.0,2,2,3,1.01,1,0,5457
1.05,7,3,1,62.8,58.0,1,1,1,1.01,1,0,5458
1.05,7,3,1,62.7,59.0,1,1,1,1.01,1,0,5458
0.91,3,4,4,59.3,63.0,1,2,2,1.02,1,0,5459
1.02,3,7,1,61.4,59.0,1,1,1,1.0,1,1,5461
0.85,1,4,1,63.3,56.0,1,1,1,1.0,1,0,5461
1.4,8,5,2,62.2,58.0,1,2,2,1.01,0,1,5461
1.01,4,7,1,62.3,58.0,1,1,1,1.0,1,1,5461
1.05,5,7,1,61.1,59.0,1,1,1,1.01,1,0,5462
1.33,7,8,1,63.0,56.0,1,1,1,1.0,1,0,5465
1.21,7,6,1,62.7,56.0,1,1,1,1.0,1,1,5465
1.2,7,7,1,61.6,60.0,1,1,1,1.0,1,0,5465
1.01,1,7,3,64.5,56.0,1,2,2,1.01,1,0,5466
1.01,7,2,1,62.1,60.0,1,1,1,1.0,1,0,5466
1.0,6,6,1,63.4,56.0,1,1,1,1.01,1,1,5466
1.01,5,7,1,61.7,59.0,1,1,1,1.01,1,0,5467
1.0,2,5,3,63.7,57.0,1,2,2,1.01,1,2,5467
1.05,4,7,1,60.9,58.0,1,1,1,1.01,1,0,5467
1.02,6,5,1,62.1,59.0,1,1,1,1.01,1,3,5467
1.21,2,8,1,62.2,58.0,1,1,1,1.0,1,0,5468
1.15,7,5,1,63.2,55.0,1,1,1,1.01,1,0,5470
0.9,4,3,3,59.0,62.0,1,1,1,1.0,1,1,5470
1.0,5,4,4,64.8,57.0,1,2,2,1.01,1,1,5471
1.02,3,8,1,62.6,57.0,1,1,1,1.0,1,0,5471
1.08,2,7,1,62.2,57.0,1,1,1,1.01,1,2,5473
1.0,6,5,1,60.9,60.0,1,1,1,1.01,1,2,5475
1.01,6,6,1,62.3,58.0,1,1,1,1.0,1,0,5475
1.12,5,8,1,62.6,58.0,1,1,1,1.0,1,1,5475
1.03,5,5,1,62.7,57.0,1,1,1,1.0,1,3,5475
1.02,7,2,1,62.1,58.0,1,1,1,1.01,1,0,5476
1.01,5,6,1,61.4,59.0,1,1,1,1.0,1,3,5476
1.2,7,7,1,62.9,57.0,1,1,1,1.01,1,0,5476
0.7,1,2,1,62.6,56.0,1,1,1,1.01,1,0,5477
0.7,1,2,1,62.9,55.0,1,1,1,1.01,1,0,5477
1.0,2,6,4,66.0,56.0,1,2,3,1.01,1,0,5478
1.0,1,7,1,62.9,56.0,1,1,1,1.01,1,2,5478
1.11,7,4,1,61.4,60.0,1,1,1,1.0,1,0,5478
1.0,5,3,4,65.4,60.0,1,2,3,1.01,0,0,5480
1.0,5,3,4,65.6,58.0,1,2,3,1.02,0,0,5480
1.0,3,5,4,65.5,58.0,1,2,3,1.01,1,0,5480
1.0,1,7,3,64.1,56.0,1,2,1,1.02,1,0,5480
1.0,2,7,1,61.8,57.0,1,1,1,1.0,1,1,5481
1.05,7,2,1,62.8,56.0,1,1,1,1.01,1,1,5482
0.9,1,4,4,64.8,57.0,2,2,2,1.02,1,0,5482
1.3,7,7,2,63.6,55.0,1,1,1,1.01,1,0,5487
0.73,1,2,1,62.0,58.0,1,1,1,1.0,1,0,5487
1.24,5,7,1,63.2,55.0,1,1,1,1.0,1,2,5487
1.0,4,5,4,64.6,56.0,2,3,2,1.01,1,0,5488
1.02,5,4,4,66.7,57.0,2,1,3,1.01,1,0,5489
1.2,7,4,1,62.7,58.0,1,1,1,1.01,1,0,5489
1.08,6,7,1,62.4,56.0,1,1,1,1.01,1,0,5490
1.04,6,5,1,61.5,59.0,1,1,1,1.0,1,3,5491
1.0,6,6,2,61.9,61.0,1,1,1,1.01,1,2,5491
1.0,5,6,2,59.6,62.0,1,1,1,1.0,1,3,5492
1.01,6,4,3,64.0,57.0,1,2,2,1.01,1,1,5492
1.01,6,5,3,63.8,58.0,2,2,2,1.01,1,0,5492
1.01,6,4,1,62.6,57.0,1,1,1,1.01,1,3,5492
1.17,7,4,3,59.4,56.0,2,2,2,1.01,2,0,5492
0.9,1,6,1,62.9,56.0,1,1,1,1.01,1,0,5493
1.0,2,6,4,64.2,55.0,1,3,3,1.01,0,0,5493
1.02,3,7,4,64.8,57.0,1,2,2,1.02,1,0,5495
1.0,6,6,1,61.4,60.0,1,1,1,1.0,1,0,5495
1.0,1,7,1,62.8,57.0,2,1,1,1.0,1,1,5496
1.0,3,8,2,59.5,61.0,1,1,1,1.0,1,0,5496
1.0,6,6,1,60.1,60.0,1,1,1,1.01,0,1,5497
0.74,4,2,1,61.7,58.0,1,1,1,1.01,1,0,5500
1.01,6,6,1,62.9,57.0,1,1,1,1.0,1,0,5500
1.01,6,6,1,61.6,58.0,1,1,1,1.0,1,0,5500
1.0,2,7,2,63.4,56.0,1,2,1,1.01,0,0,5500
1.01,5,6,1,62.4,56.0,1,1,1,1.01,1,2,5500
1.11,7,3,1,62.4,56.0,1,1,1,1.01,1,0,5501
1.18,5,8,2,60.6,62.0,1,1,1,1.01,1,0,5502
1.2,5,8,1,62.0,57.0,1,1,1,1.0,1,0,5503
1.02,5,7,1,62.9,57.0,1,1,1,1.0,0,0,5503
1.0,3,7,1,62.6,56.0,1,1,1,1.01,1,1,5507
1.02,1,7,1,62.5,57.0,1,1,1,1.0,1,3,5508
1.0,2,7,1,62.1,59.0,1,1,1,1.01,1,3,5508
1.2,6,7,1,61.2,56.0,1,1,1,1.0,0,3,5508
1.0,2,7,1,62.9,57.0,1,2,1,1.01,1,0,5508
1.02,1,7,1,62.4,57.0,1,1,1,1.0,1,3,5508
1.0,2,7,2,63.1,57.0,1,2,1,1.01,1,0,5508
1.0,7,4,1,62.2,60.0,1,1,1,1.0,1,0,5508
1.0,7,4,2,61.3,61.0,1,1,1,1.01,1,0,5508
1.0,7,4,1,63.0,56.0,1,1,1,1.01,1,0,5508
1.0,7,4,1,62.0,59.0,1,1,1,1.01,1,0,5508
1.0,7,4,1,62.4,58.0,1,1,1,1.01,1,0,5508
1.0,7,4,1,62.3,58.0,1,1,1,1.0,1,0,5508
1.16,8,3,1,63.0,56.0,1,1,1,1.01,1,0,5508
1.08,7,3,1,62.8,57.0,1,1,1,1.01,1,0,5509
1.21,7,5,2,59.6,61.0,1,1,1,1.0,1,0,5509
1.22,8,2,1,60.8,60.0,1,1,1,1.01,1,0,5510
1.29,5,8,1,62.4,55.0,1,1,1,1.0,1,0,5510
1.29,7,8,1,60.6,57.0,1,1,1,1.01,1,0,5512
1.03,7,3,1,62.5,55.0,1,1,1,1.0,1,0,5512
0.7,1,2,1,62.4,56.0,1,1,1,1.01,0,0,5512
1.0,6,5,1,62.4,56.0,1,2,1,1.01,1,0,5513
1.2,7,5,1,61.5,60.0,1,1,1,1.01,1,2,5513
1.01,2,7,1,61.3,59.0,1,1,1,1.01,1,3,5514
1.11,7,6,1,62.6,54.0,1,1,1,1.0,1,0,5514
1.21,8,4,1,59.5,60.0,1,1,1,1.0,1,0,5516
1.01,4,7,1,62.8,56.0,1,1,1,1.01,1,1,5517
1.15,4,8,1,62.7,56.0,1,1,1,1.0,1,0,5519
1.0,1,6,5,66.7,62.0,1,1,3,1.01,0,2,5519
1.01,1,8,1,60.5,60.0,1,1,1,1.01,1,3,5520
1.0,6,4,1,62.6,58.0,1,1,1,1.01,1,3,5520
1.0,6,6,1,62.9,56.0,1,1,1,1.0,1,0,5520
1.03,2,7,1,61.7,57.0,1,1,1,1.01,0,2,5521
1.2,8,3,2,61.9,62.0,1,1,1,1.01,1,0,5521
1.0,6,6,1,62.2,56.0,1,1,1,1.01,1,0,5522
1.13,7,5,1,61.6,58.0,1,1,1,1.01,1,1,5524
1.0,6,7,1,59.7,60.0,1,1,1,1.0,1,0,5527
1.0,7,3,1,62.4,59.0,1,1,1,1.01,1,0,5527
1.0,7,3,2,61.3,61.0,1,1,1,1.01,1,0,5527
0.9,3,6,1,62.3,60.0,1,1,1,1.01,1,0,5528
1.03,6,6,1,59.8,60.0,1,1,1,1.68,0,0,5530
1.0,5,6,3,64.7,57.0,1,1,2,1.01,1,0,5530
1.03,6,6,1,60.2,60.0,1,1,1,1.0,1,0,5530
1.0,2,8,1,62.8,57.0,1,1,1,1.01,1,0,5532
1.0,7,3,2,60.5,61.0,1,1,1,1.0,1,1,5536
1.0,7,3,1,62.2,59.0,1,1,1,1.0,1,1,5536
1.0,7,3,2,62.1,62.0,1,1,1,1.01,1,1,5536
1.01,5,6,1,61.7,58.0,1,1,1,1.0,1,2,5536
1.02,4,7,1,61.4,58.0,1,1,1,1.0,1,0,5537
1.0,2,5,5,63.1,68.0,1,3,3,1.01,0,1,5539
1.01,3,7,2,60.8,61.0,1,1,1,1.0,1,0,5539
1.2,8,4,1,62.7,56.0,1,1,1,1.01,1,0,5540
1.5,8,8,1,63.0,55.0,1,1,1,1.01,1,1,5542
1.2,7,6,1,62.1,60.0,1,1,1,1.01,1,2,5543
1.01,4,7,1,62.3,57.0,1,1,1,1.01,1,0,5543
1.2,8,2,1,62.4,59.0,1,1,1,1.0,1,2,5543
1.2,8,2,2,62.2,61.0,1,1,1,1.01,1,2,5543
1.01,6,6,1,61.7,59.0,1,1,1,1.01,1,0,5543
1.0,3,7,4,65.3,56.0,1,2,2,1.02,0,0,5544
1.0,6,4,3,63.9,56.0,1,2,2,1.0,1,0,5544
1.34,6,8,1,62.8,58.0,1,1,1,1.01,1,0,5544
1.03,1,8,1,62.0,59.0,1,1,1,1.0,1,0,5544
1.04,7,4,1,63.1,57.0,1,1,1,1.0,1,0,5546
1.32,7,7,1,62.9,57.0,1,1,1,1.01,1,0,5547
0.9,2,4,1,62.1,58.0,1,1,1,1.01,0,1,5547
1.01,4,4,4,66.9,60.0,1,2,3,1.01,1,0,5548
1.0,1,8,1,62.2,59.0,1,1,1,1.01,0,0,5548
0.9,1,5,1,62.0,56.0,1,2,1,1.01,1,0,5548
1.01,5,5,4,65.9,60.0,2,1,3,1.01,1,0,5548
1.31,7,7,1,62.6,58.0,1,1,1,1.01,1,0,5548
1.01,4,4,4,65.8,59.0,1,2,3,1.01,1,0,5548
1.0,1,7,1,61.6,57.0,1,1,1,1.01,1,1,5549
1.0,2,7,1,63.2,56.0,1,1,1,1.0,1,1,5554
1.0,5,7,1,63.2,55.0,1,1,1,1.01,1,0,5554
1.02,6,3,1,59.8,60.0,1,1,1,1.01,0,1,5554
0.9,5,3,1,63.2,58.0,1,1,1,1.01,1,0,5554
1.31,8,4,1,62.8,58.0,1,1,1,1.01,1,2,5556
1.15,5,7,5,58.9,62.0,3,3,2,1.01,2,0,5556
1.01,2,7,2,63.9,57.0,1,1,2,1.0,1,1,5562
1.01,4,8,1,60.6,59.0,1,1,1,1.0,1,0,5562
1.01,7,4,1,63.0,56.0,1,1,1,1.01,1,0,5562
1.03,6,7,1,61.8,58.0,1,1,1,1.01,0,0,5562
1.03,3,8,1,62.2,56.0,2,1,1,1.01,1,2,5566
1.2,1,8,1,63.3,55.0,1,1,1,1.01,1,1,5566
1.01,5,6,1,61.8,59.0,1,1,2,1.01,1,1,5566
