,Shape,Price,Carat,Color,Clarity,Polish,Symmetry,Fluorescence,Depth,Table,L/W,Price/Ct,Culet,Stock No.,Delivery Date,Cut
7392,Cushion,"$4,025",1.02,G,SI1,Good,Good,None,70.2,69.0,1.04,"$3,946",None,LD15289778,Apr 19,Good
7393,Princess,"$4,028",0.97,F,VS2,Excellent,Very Good,None,73.4,73.0,1.04,"$4,153",None,LD14815575,Apr 19,Very Good
7394,Princess,"$4,028",0.90,F,VVS1,Excellent,Excellent,None,76.9,74.0,1.01,"$4,476",None,LD15289624,Apr 19,Good
7395,Princess,"$4,032",1.02,H,VS2,Excellent,Very Good,None,74.8,73.0,1.05,"$3,953",None,LD13935515,Apr 19,Very Good
7396,Radiant,"$4,034",1.02,G,VS2,Excellent,Excellent,None,67.4,67.0,1.37,"$3,955",None,LD15140767,Apr 19,Very Good
7397,Cushion,"$4,036",1.06,F,SI1,Excellent,Excellent,Faint,67.7,59.0,1.19,"$3,808",None,LD15535321,Apr 19,Very Good
7398,Cushion,"$4,037",1.12,D,SI2,Very Good,Good,Medium Blue,69.0,61.0,1.05,"$3,604",None,LD04730399,Apr 19,Very Good
7399,Cushion,"$4,040",1.01,H,VS1,Good,Good,None,68.4,55.0,1.17,"$4,000",None,LD12085313,Apr 19,Very Good
7400,Princess,"$4,045",1.02,E,SI2,Good,Good,None,75.4,77.0,1.04,"$3,966",None,LD05887776,Apr 19,Good
7401,Cushion,"$4,046",1.20,I,VS2,Very Good,Very Good,Faint,69.2,59.0,1.09,"$3,372",None,LD15072652,Apr 19,Very Good
7402,Cushion,"$4,046",1.20,F,SI1,Excellent,Very Good,Medium,67.9,61.0,1.02,"$3,372",None,LD15417167,Apr 19,Very Good
7403,Cushion,"$4,046",1.20,H,SI1,Very Good,Very Good,None,70.7,64.0,1.01,"$3,372",None,LD15744277,Apr 19,Good
7404,Radiant,"$4,047",1.01,F,VS1,Good,Good,None,75.2,76.0,1.10,"$4,007",None,LD11755187,Apr 19,Good
7405,Princess,"$4,049",1.01,I,VS1,Very Good,Excellent,None,73.2,69.0,1.00,"$4,009",None,LD15551273,Apr 19,Very Good
7406,Radiant,"$4,053",1.08,G,VS2,Good,Good,None,74.2,64.0,1.10,"$3,753",None,LD06562011,Apr 19,Good
7407,Radiant,"$4,054",0.90,G,VVS2,Excellent,Excellent,None,67.9,66.0,1.27,"$4,504",None,LD14508272,Apr 19,Very Good
7408,Radiant,"$4,062",1.21,J,VS1,Excellent,Excellent,None,69.9,63.0,1.22,"$3,357",None,LD15375683,Apr 19,Very Good
7409,Cushion,"$4,069",1.51,J,SI2,Excellent,Excellent,None,66.7,61.0,1.07,"$2,695",None,LD15305981,Apr 19,Very Good
7410,Cushion,"$4,079",0.92,H,SI1,Very Good,Very Good,None,67.2,66.0,1.01,"$4,434",None,LD15115456,Apr 19,Very Good
7411,Cushion,"$4,079",1.21,H,SI1,Excellent,Very Good,Medium,66.4,60.0,1.02,"$3,371",None,LD15523541,Apr 19,Very Good
7412,Cushion,"$4,085",1.24,H,SI2,Very Good,Very Good,None,69.1,68.0,1.11,"$3,294",None,LD14363800,Apr 19,Good
7413,Radiant,"$4,088",1.03,H,VS1,Very Good,Good,None,71.5,71.0,1.15,"$3,969",None,LD08796592,Apr 19,Very Good
7414,Princess,"$4,088",1.20,J,VS1,Excellent,Excellent,None,74.8,67.0,1.02,"$3,407",None,LD15732383,Apr 19,Very Good
7415,Princess,"$4,094",0.90,E,VVS2,Excellent,Very Good,None,75.8,74.0,1.01,"$4,549",None,LD15289641,Apr 19,Good
7416,Princess,"$4,094",0.90,E,VVS2,Excellent,Excellent,None,74.3,71.0,1.03,"$4,549",None,LD15332624,Apr 19,Very Good
7417,Cushion,"$4,095",1.21,G,SI1,Very Good,Good,None,69.1,67.0,1.03,"$3,384",None,LD13959765,Apr 19,Good
7418,Cushion,"$4,019",1.20,H,SI2,Excellent,Excellent,Faint,68.2,62.0,1.05,"$3,349",None,LD15660037,Apr 20,Very Good
7419,Cushion,"$4,050",1.02,G,VS2,Excellent,Excellent,Faint,67.8,62.0,1.07,"$3,971",None,LD15393940,Apr 20,Very Good
7420,Cushion,"$4,052",1.23,H,SI2,Excellent,Very Good,None,67.8,60.0,1.00,"$3,294",None,LD14719926,Apr 20,Very Good
7421,Radiant,"$4,053",1.32,J,SI1,Excellent,Excellent,None,69.1,64.0,1.34,"$3,070",None,LD14558372,Apr 20,Very Good
7422,Radiant,"$4,067",1.02,F,SI1,Very Good,Very Good,None,71.7,72.0,1.33,"$3,987",None,LD15017109,Apr 20,Very Good
7423,Cushion,"$4,082",1.06,I,VVS1,Excellent,Excellent,None,70.5,60.0,1.15,"$3,851",None,LD14842521,Apr 20,Good
7424,Cushion,"$4,046",1.20,H,SI1,Very Good,Very Good,None,71.6,68.0,1.14,"$3,372",None,LD15464661,Apr 21,Good
7425,Cushion,"$4,046",1.20,I,VVS2,Excellent,Excellent,Strong,67.9,60.0,1.09,"$3,372",None,LD15634401,Apr 21,Very Good
7426,Princess,"$4,049",1.01,E,VS2,Excellent,Good,Faint,79.0,75.0,1.04,"$4,009",None,LD12758590,Apr 21,Good
7427,Cushion,"$4,004",1.02,E,VS2,Excellent,Very Good,Medium,69.1,54.0,1.13,"$3,925",None,LD15206036,Apr 26,Good
7428,Radiant,"$4,015",1.01,H,VS2,Very Good,Very Good,None,67.5,65.0,1.27,"$3,975",None,LD15470429,Apr 26,Very Good
7429,Princess,"$4,019",1.01,E,SI1,Excellent,Very Good,None,75.6,70.0,1.01,"$3,979",None,LD15227217,Apr 26,Good
7430,Cushion,"$4,020",1.02,D,VS1,Excellent,Very Good,Medium,70.1,60.0,1.00,"$3,941",None,LD15603745,Apr 26,Good
7431,Cushion,"$4,020",1.02,D,VS1,Excellent,Very Good,Strong,72.4,59.0,1.21,"$3,941",None,LD15620209,Apr 26,Good
7432,Princess,"$4,031",1.01,G,SI1,Excellent,Very Good,Faint,75.0,72.0,1.00,"$3,991",None,LD15505152,Apr 26,Very Good
7433,Cushion,"$4,040",1.04,E,SI1,Excellent,Very Good,None,68.0,62.0,1.10,"$3,885",None,LD14785764,Apr 26,Very Good
7434,Radiant,"$4,045",1.01,F,SI2,Very Good,Very Good,None,65.8,62.0,1.24,"$4,005",None,LD14785235,Apr 26,Very Good
7435,Cushion,"$4,071",1.01,D,VS2,Excellent,Excellent,Medium,67.7,56.0,1.10,"$4,031",None,LD15620250,Apr 26,Very Good
7436,Cushion,"$4,089",1.01,E,VS2,Very Good,Good,None,68.5,61.0,1.15,"$4,049",None,LD15123471,Apr 26,Very Good
7437,Cushion,"$4,091",1.02,E,SI1,Excellent,Very Good,None,67.3,59.0,1.00,"$4,011",None,LD15451440,Apr 26,Very Good
7438,Cushion,"$4,098",1.33,K,VVS1,Excellent,Very Good,None,70.8,58.0,1.18,"$3,081",None,LD15558378,Apr 26,Good
7439,Radiant,"$4,004",0.94,E,VS2,Excellent,Very Good,None,68.4,66.0,1.25,"$4,260",None,LD13999908,Apr 27,Very Good
7440,Radiant,"$4,012",1.03,H,VS2,Very Good,Very Good,Medium Blue,71.4,59.0,1.00,"$3,895",None,LD11001745,Apr 27,Good
7441,Cushion,"$4,012",1.20,J,VS1,Excellent,Very Good,Strong Blue,69.1,61.0,1.05,"$3,343",None,LD15664135,Apr 27,Very Good
7442,Cushion,"$4,018",1.01,H,VS2,Very Good,Good,None,67.0,60.0,1.05,"$3,978",None,LD14669247,Apr 27,Very Good
7443,Radiant,"$4,021",1.21,I,SI2,Very Good,Very Good,Faint Blue,69.5,67.0,1.27,"$3,323",None,LD14875341,Apr 27,Very Good
7444,Cushion,"$4,034",1.04,G,SI1,Excellent,Excellent,None,67.9,62.0,1.04,"$3,879",None,LD15542970,Apr 27,Very Good
7445,Cushion,"$4,042",1.01,F,SI1,Very Good,Good,None,68.3,65.0,1.09,"$4,002",None,LD14669294,Apr 27,Very Good
7446,Cushion,"$4,045",0.97,G,VS2,Excellent,Very Good,None,67.5,63.0,1.10,"$4,170",None,LD13999924,Apr 27,Very Good
7447,Radiant,"$4,046",0.95,D,SI1,Excellent,Excellent,Faint Blue,66.6,66.0,1.24,"$4,259",None,LD13999911,Apr 27,Very Good
7448,Cushion,"$4,061",1.20,H,SI2,Excellent,Very Good,None,72.9,62.0,1.05,"$3,384",None,LD14722116,Apr 27,Good
7449,Cushion,"$4,065",1.01,F,VS1,Very Good,Very Good,Strong,69.8,64.0,1.06,"$4,025",None,LD15116331,Apr 27,Good
7450,Cushion,"$4,075",1.01,D,SI1,Excellent,Excellent,Faint Blue,67.7,60.0,1.13,"$4,035",None,LD15542843,Apr 27,Very Good
7451,Cushion,"$4,081",1.02,G,VVS2,Excellent,Good,None,69.8,68.0,1.04,"$4,001",None,LD15542739,Apr 27,Good
7452,Radiant,"$4,085",1.08,F,VS2,Very Good,Good,Strong Blue,67.1,70.0,1.04,"$3,782",None,LD15492018,Apr 27,Very Good
7453,Princess,"$4,087",1.21,I,SI2,Very Good,Very Good,None,79.8,74.0,1.02,"$3,378",None,LD14725988,Apr 27,Good
7454,Cushion,"$4,011",1.02,H,VS1,Excellent,Very Good,None,74.0,60.0,1.09,"$3,932",None,LD15577145,Apr 28,Good
7455,Princess,"$4,024",1.01,I,VVS1,Very Good,Good,None,79.3,67.0,1.06,"$3,984",None,LD13411306,Apr 28,Good
7456,Cushion,"$4,040",1.01,H,VS1,Excellent,Excellent,None,67.2,62.0,1.03,"$4,000",None,LD15184594,Apr 28,Very Good
7457,Cushion,"$4,080",1.02,H,VS1,Very Good,Good,Medium,66.1,61.0,1.11,"$4,000",None,LD15296817,Apr 28,Very Good
7458,Cushion,"$4,089",1.02,G,VS2,Excellent,Good,Medium,70.3,69.0,1.40,"$4,009",None,LD10969217,Apr 28,Good
7459,Cushion,"$4,080",0.91,D,VVS1,Excellent,Very Good,Faint,67.7,60.0,1.10,"$4,484",None,LD15449361,Apr 30,Very Good
7460,Cushion,"$4,005",0.95,F,VVS1,Excellent,Excellent,Faint,65.0,67.0,1.10,"$4,216",None,LD12948818,May 26,Good
7461,Cushion,"$4,014",1.01,F,VS2,Excellent,Excellent,Medium,65.0,67.0,1.03,"$3,974",None,LD15748187,May 26,Good
7462,Cushion,"$4,025",1.00,F,VS1,Excellent,Excellent,Strong,69.9,59.0,1.08,"$4,025",None,LD15706832,May 26,Good
7463,Cushion,"$4,037",0.91,F,IF,Excellent,Very Good,None,69.3,58.0,1.05,"$4,436",None,LD15613706,May 26,Very Good
7464,Cushion,"$4,042",0.91,E,VVS1,Excellent,Very Good,None,67.9,60.0,1.02,"$4,442",None,LD15675293,May 26,Very Good
7465,Cushion,"$4,052",1.01,D,VS2,Excellent,Excellent,Medium,71.4,64.0,1.04,"$4,012",None,LD15683462,May 26,Good
7466,Cushion,"$4,055",1.01,H,VVS2,Excellent,Very Good,None,69.0,67.0,1.12,"$4,015",None,LD15748182,May 26,Good
7467,Cushion,"$4,056",1.02,D,VS2,Excellent,Very Good,Strong,68.8,59.0,1.02,"$3,976",None,LD15299962,May 26,Very Good
7468,Cushion,"$4,058",1.01,H,VS1,Excellent,Excellent,Faint,69.4,63.0,1.11,"$4,018",None,LD15750580,May 26,Very Good
7469,Cushion,"$4,090",1.20,I,SI1,Excellent,Excellent,None,69.9,63.0,1.08,"$3,408",None,LD15068777,May 26,Good
7470,Cushion,"$4,038",1.00,D,VS2,Very Good,Very Good,None,68.6,60.0,1.15,"$4,038",None,LD15027951,May 27,Very Good
7471,Princess,"$4,039",1.05,G,SI1,Excellent,Very Good,None,72.3,70.0,1.01,"$3,847",None,LD15744536,May 27,Very Good
7472,Cushion,"$4,049",1.22,I,VS1,Excellent,Excellent,None,69.1,65.0,1.04,"$3,319",None,LD15714782,May 27,Very Good
7473,Princess,"$4,050",1.01,E,SI1,Excellent,Excellent,None,72.7,73.0,1.01,"$4,010",None,LD15714793,May 27,Very Good
7474,Cushion,"$4,076",1.20,G,SI1,Excellent,Very Good,None,69.5,63.0,1.02,"$3,397",None,LD13211225,May 27,Very Good
7475,Cushion,"$4,001",1.00,E,SI1,Excellent,Excellent,None,67.9,61.0,1.06,"$4,001",None,LD15723727,May 28,Very Good
7476,Radiant,"$4,005",1.00,F,SI1,Excellent,Excellent,None,69.3,66.0,1.25,"$4,005",None,LD15689874,May 28,Very Good
7477,Radiant,"$4,008",1.01,D,SI1,Excellent,Excellent,None,72.4,67.0,1.22,"$3,968",None,LD15016073,May 28,Very Good
7478,Cushion,"$4,019",1.00,E,SI1,Excellent,Excellent,None,68.0,60.0,1.05,"$4,019",None,LD15688449,May 28,Very Good
7479,Princess,"$4,020",1.01,I,VS1,Excellent,Excellent,None,77.0,71.0,1.05,"$3,980",None,LD15598103,May 28,Good
7480,Radiant,"$4,028",1.01,F,SI1,Excellent,Excellent,None,68.2,65.0,1.26,"$3,988",None,LD15546920,May 28,Very Good
7481,Cushion,"$4,029",1.02,H,VS1,Excellent,Excellent,Faint,67.4,60.0,1.11,"$3,950",None,LD15547576,May 28,Very Good
7482,Princess,"$4,035",1.09,J,VS1,Excellent,Excellent,Faint,72.5,71.0,1.00,"$3,702",None,LD15714926,May 28,Very Good
7483,Princess,"$4,035",0.90,E,VS2,Excellent,Very Good,None,74.7,71.0,1.02,"$4,483",None,LD15723641,May 28,Very Good
7484,Cushion,"$4,038",1.00,D,SI1,Excellent,Excellent,Faint,69.6,61.0,1.09,"$4,038",None,LD15457343,May 28,Good
7485,Princess,"$4,051",1.01,E,SI2,Excellent,Excellent,None,71.3,70.0,1.01,"$4,011",None,LD15670882,May 28,Very Good
7486,Princess,"$4,062",1.00,J,IF,Excellent,Excellent,None,77.8,70.0,1.00,"$4,062",None,LD15720178,May 28,Good
7487,Cushion,"$4,063",0.91,D,VS2,Excellent,Excellent,None,69.3,59.0,1.10,"$4,465",None,LD15696921,May 28,Very Good
7488,Cushion,"$4,067",1.21,F,SI2,Excellent,Excellent,None,68.1,61.0,1.04,"$3,361",None,LD15707208,May 28,Very Good
7489,Cushion,"$4,081",0.90,D,VS2,Excellent,Excellent,None,68.4,61.0,1.00,"$4,534",None,LD15303369,May 28,Very Good
7490,Cushion,"$4,096",1.01,E,SI1,Excellent,Excellent,None,68.1,61.0,1.09,"$4,055",None,LD15720356,May 28,Very Good
7491,Cushion,"$4,002",1.03,F,SI1,Excellent,Very Good,None,67.1,58.0,1.14,"$3,885",None,LD15743389,Jun 1,Very Good
7492,Cushion,"$4,022",1.01,D,SI1,Excellent,Excellent,Strong Blue,68.0,61.0,1.00,"$3,982",None,LD15484385,Jun 1,Very Good
7493,Cushion,"$4,023",1.01,G,VS1,Excellent,Good,None,70.8,61.0,1.15,"$3,983",None,LD15484287,Jun 1,Good
7494,Cushion,"$4,032",1.07,H,SI1,Very Good,Excellent,None,67.9,59.0,1.04,"$3,768",None,LD15617851,Jun 1,Very Good
7495,Princess,"$4,067",1.21,J,VS2,Very Good,Excellent,None,72.7,72.0,1.01,"$3,361",None,LD15646964,Jun 1,Very Good
7496,Princess,"$4,073",1.13,E,SI1,Excellent,Very Good,None,72.3,70.0,1.01,"$3,604",None,LD15737515,Jun 1,Very Good
7497,Cushion,"$4,097",1.01,H,VVS2,Excellent,Very Good,None,66.7,63.0,1.14,"$4,056",None,LD15484420,Jun 1,Very Good
7498,Cushion,"$4,000",1.00,D,SI1,Excellent,Excellent,None,69.4,65.0,1.18,"$4,000",None,LD14691153,Jun 2,Very Good
7499,Cushion,"$4,000",1.00,F,VS1,Excellent,Very Good,Faint,68.9,62.0,1.05,"$4,000",None,LD15383149,Jun 2,Very Good
7500,Cushion,"$4,051",1.03,H,VS1,Excellent,Very Good,None,66.7,69.0,1.09,"$3,933",None,LD15516702,Jun 2,Good
7501,Radiant,"$4,058",1.00,F,SI1,Excellent,Very Good,Faint,70.8,68.0,1.27,"$4,058",None,LD15745290,Jun 2,Very Good
7502,Cushion,"$4,061",1.01,H,VVS1,Excellent,Very Good,Faint,68.4,68.0,1.20,"$4,021",None,LD15673606,Jun 2,Good
7503,Radiant,"$4,062",1.01,D,SI2,Excellent,Excellent,None,67.0,66.0,1.42,"$4,022",None,LD15156266,Jun 2,Very Good
7504,Radiant,"$4,085",1.01,G,SI1,Excellent,Excellent,None,68.7,67.0,1.28,"$4,045",None,LD15114427,Jun 2,Very Good
7505,Radiant,"$4,027",1.20,J,VS2,Excellent,Very Good,None,69.7,67.0,1.28,"$3,356",None,LD15674396,Jun 4,Very Good
7506,Cushion,"$4,044",1.51,K,VS2,Excellent,Excellent,Medium,73.9,58.0,1.05,"$2,678",None,LD15666205,Jun 4,Good
7507,Cushion,"$4,125",1.00,D,VS2,Excellent,Very Good,None,72.5,58.0,1.06,"$4,125",None,LD15674020,Jun 4,Good
7508,Radiant,"$4,127",1.01,H,VS2,Excellent,Excellent,None,67.2,69.0,1.34,"$4,086",None,LD15666349,Jun 4,Very Good
7509,Radiant,"$4,131",1.01,F,SI1,Excellent,Excellent,None,68.1,69.0,1.32,"$4,090",None,LD15662589,Jun 4,Very Good
7510,Radiant,"$4,136",1.00,E,VS1,Excellent,Very Good,Faint,71.1,72.0,1.27,"$4,136",None,LD15752414,Jun 4,Very Good
7511,Princess,"$4,174",1.00,H,VS1,Excellent,Very Good,None,75.2,72.0,1.00,"$4,174",None,LD15674358,Jun 4,Good
7512,Radiant,"$4,128",1.00,G,VS2,Excellent,Very Good,None,68.7,69.0,1.27,"$4,128",None,LD15073807,Jun 2,Very Good
7513,Radiant,"$4,169",1.01,F,SI1,Excellent,Excellent,None,70.0,69.0,1.40,"$4,128",None,LD15683850,Jun 2,Very Good
7514,Cushion,"$4,128",1.00,D,VS2,Excellent,Very Good,Very Strong,69.9,58.0,1.06,"$4,128",None,LD15646919,Jun 1,Good
7515,Princess,"$4,159",1.00,H,VS1,Excellent,Good,None,78.1,70.0,1.03,"$4,159",None,LD15699165,Jun 1,Good
7516,Cushion,"$4,160",1.00,G,VS2,Excellent,Good,None,67.0,60.0,1.19,"$4,160",None,LD15653178,Jun 1,Very Good
7517,Cushion,"$4,104",1.00,F,VS1,Very Good,Very Good,Faint,67.1,57.0,1.01,"$4,104",None,LD15696961,May 28,Very Good
7518,Princess,"$4,108",1.00,G,SI1,Excellent,Excellent,None,74.8,67.0,1.00,"$4,108",None,LD15701719,May 28,Very Good
7519,Cushion,"$4,113",1.00,G,VS1,Excellent,Very Good,None,69.0,59.0,1.03,"$4,113",None,LD15678252,May 28,Very Good
7520,Princess,"$4,126",1.00,F,SI1,Excellent,Very Good,None,74.9,68.0,1.00,"$4,126",None,LD15701661,May 28,Very Good
7521,Cushion,"$4,148",0.94,E,VS1,Excellent,Excellent,None,67.9,60.0,1.01,"$4,413",None,LD15570311,May 28,Very Good
7522,Cushion,"$4,149",0.90,E,VVS2,Excellent,Very Good,None,68.0,59.0,1.06,"$4,610",None,LD15671076,May 28,Very Good
7523,Cushion,"$4,158",0.91,E,VS1,Excellent,Excellent,None,67.4,61.0,1.00,"$4,569",None,LD15678215,May 28,Very Good
7524,Princess,"$4,179",1.00,E,SI2,Excellent,Excellent,None,72.8,71.0,1.00,"$4,179",None,LD15708282,May 28,Very Good
7525,Cushion,"$4,193",0.92,D,VS1,Excellent,Excellent,Faint,68.1,59.0,1.07,"$4,558",None,LD15570410,May 28,Very Good
7526,Cushion,"$4,130",1.05,G,VS2,Excellent,Excellent,None,66.8,61.0,1.00,"$3,933",None,LD15671834,May 27,Very Good
7527,Cushion,"$4,146",1.00,E,VS2,Excellent,Very Good,None,69.5,58.0,1.01,"$4,146",None,LD15584035,May 27,Very Good
7528,Cushion,"$4,200",1.02,G,IF,Excellent,Very Good,Faint,66.9,65.0,1.03,"$4,118",None,LD14365987,May 27,Very Good
7529,Cushion,"$4,105",1.25,H,SI1,Excellent,Excellent,Faint,71.7,59.0,1.01,"$3,284",None,LD14905577,May 26,Good
7530,Princess,"$4,108",1.21,F,SI2,Excellent,Good,Medium,78.9,72.0,1.00,"$3,395",None,LD15175581,May 26,Good
7531,Cushion,"$4,130",1.01,D,VS2,Excellent,Very Good,Medium,68.9,61.0,1.08,"$4,089",None,LD15564679,May 26,Very Good
7532,Cushion,"$4,130",1.01,F,VS2,Excellent,Excellent,None,69.3,63.0,1.08,"$4,089",None,LD15620397,May 26,Very Good
7533,Cushion,"$4,140",1.20,H,SI2,Excellent,Excellent,None,69.1,65.0,1.01,"$3,450",None,LD14658407,May 26,Very Good
7534,Cushion,"$4,144",1.51,K,SI2,Excellent,Very Good,None,70.7,60.0,1.16,"$2,744",None,LD14954460,May 26,Good
7535,Princess,"$4,165",0.90,D,VS1,Excellent,Excellent,None,72.6,74.0,1.01,"$4,628",None,LD15465820,May 26,Very Good
7536,Cushion,"$4,171",1.02,F,VS2,Excellent,Excellent,Faint,70.6,62.0,1.08,"$4,089",None,LD15751866,May 26,Good
7537,Radiant,"$4,118",1.02,D,SI1,Excellent,Excellent,None,67.0,66.0,1.33,"$4,037",None,LD15638125,Apr 30,Very Good
7538,Cushion,"$4,138",1.01,F,SI2,Excellent,Very Good,None,68.2,62.0,1.09,"$4,097",None,LD13293057,Apr 28,Very Good
7539,Cushion,"$4,184",0.90,E,SI1,Excellent,Very Good,None,67.5,60.0,1.17,"$4,649",None,LD05855993,Apr 28,Very Good
7540,Princess,"$4,187",1.00,E,SI1,Good,Good,None,78.9,78.0,1.21,"$4,187",None,LD11958822,Apr 28,Good
7541,Cushion,"$4,112",1.03,H,SI1,Very Good,Very Good,None,64.6,58.0,1.10,"$3,992",None,LD13996245,Apr 27,Very Good
7542,Cushion,"$4,124",1.01,F,VVS2,Excellent,Very Good,Strong,69.6,63.0,1.15,"$4,083",None,LD15095023,Apr 27,Good
7543,Princess,"$4,129",1.01,G,SI1,Excellent,Good,None,71.1,72.0,1.02,"$4,088",None,LD13763731,Apr 27,Very Good
7544,Cushion,"$4,135",1.10,H,SI1,Very Good,Good,Faint Blue,66.9,62.0,1.02,"$3,759",None,LD14669250,Apr 27,Very Good
7545,Cushion,"$4,145",1.00,H,VS2,Excellent,Very Good,None,69.1,60.0,1.05,"$4,145",None,LD15738680,Apr 27,Very Good
7546,Radiant,"$4,147",1.01,G,SI1,Very Good,Very Good,None,68.4,72.0,1.18,"$4,106",None,LD13763725,Apr 27,Very Good
7547,Cushion,"$4,152",1.01,F,SI1,Very Good,Very Good,None,61.5,63.0,1.07,"$4,111",None,LD15542819,Apr 27,Very Good
7548,Cushion,"$4,154",1.24,G,SI2,Very Good,Good,Faint Blue,69.6,58.0,1.05,"$3,350",None,LD15379989,Apr 27,Good
7549,Cushion,"$4,166",0.95,F,SI1,Very Good,Good,Medium Blue,68.8,65.0,1.19,"$4,385",None,LD14669283,Apr 27,Very Good
7550,Cushion,"$4,174",1.01,G,VS2,Good,Good,Faint Blue,61.8,59.0,1.16,"$4,133",None,LD14669273,Apr 27,Very Good
7551,Radiant,"$4,178",1.02,E,SI2,Excellent,Very Good,None,59.8,70.0,1.27,"$4,096",None,LD13312834,Apr 27,Very Good
7552,Radiant,"$4,183",1.01,H,SI1,Excellent,Very Good,None,60.8,70.0,1.23,"$4,142",None,LD15745012,Apr 27,Very Good
7553,Princess,"$4,184",0.98,G,VS1,Excellent,Good,None,71.6,72.0,1.02,"$4,269",None,LD13999956,Apr 27,Very Good
7554,Cushion,"$4,110",1.03,D,VS2,Excellent,Excellent,Medium,70.2,58.0,1.14,"$3,990",None,LD14732867,Apr 26,Good
7555,Cushion,"$4,113",1.02,H,VS1,Excellent,Very Good,None,69.1,62.0,1.20,"$4,032",None,LD15451303,Apr 26,Very Good
7556,Cushion,"$4,130",1.01,E,VS2,Very Good,Very Good,None,70.3,61.0,1.00,"$4,089",None,LD14785238,Apr 26,Good
7557,Cushion,"$4,170",1.03,D,SI1,Very Good,Very Good,Faint,70.2,56.0,1.10,"$4,049",None,LD15123422,Apr 26,Good
7558,Cushion,"$4,185",1.05,G,VVS1,Excellent,Excellent,Medium,70.1,60.0,1.02,"$3,986",None,LD14785751,Apr 26,Good
7559,Radiant,"$4,196",1.01,H,VVS2,Very Good,Very Good,None,65.6,66.0,1.41,"$4,154",None,LD15470366,Apr 26,Very Good
7560,Radiant,"$4,200",1.01,H,VS1,Excellent,Very Good,None,68.9,63.0,1.25,"$4,158",None,LD15620137,Apr 26,Very Good
7561,Cushion,"$4,105",1.20,E,SI1,Very Good,Good,Medium,68.3,61.0,1.03,"$3,421",None,LD14099917,Apr 20,Very Good
7562,Princess,"$4,124",1.02,E,SI2,Excellent,Very Good,None,75.8,74.0,1.01,"$4,043",None,LD13946902,Apr 20,Good
7563,Cushion,"$4,133",1.00,G,VS1,Excellent,Very Good,None,67.5,61.0,1.05,"$4,133",None,LD15734086,Apr 20,Very Good
7564,Radiant,"$4,134",1.20,I,SI1,Very Good,Good,None,68.2,68.0,1.21,"$3,445",None,LD15743199,Apr 20,Very Good
7565,Cushion,"$4,161",1.03,I,VVS2,Very Good,Very Good,Strong,69.2,60.0,1.07,"$4,040",None,LD14842516,Apr 20,Very Good
7566,Radiant,"$4,108",1.04,I,SI2,Excellent,Excellent,None,68.0,64.0,1.33,"$3,950",None,LD15115446,Apr 19,Very Good
7567,Princess,"$4,110",0.91,G,VS2,Very Good,Good,None,70.5,69.0,1.00,"$4,516",None,LD12238328,Apr 19,Very Good
7568,Radiant,"$4,111",1.01,G,VVS2,Excellent,Excellent,Medium,68.5,66.0,1.25,"$4,070",None,LD15535338,Apr 19,Very Good
7569,Princess,"$4,115",0.91,F,VVS1,Excellent,Very Good,None,74.6,73.0,1.05,"$4,522",None,LD15289626,Apr 19,Very Good
7570,Cushion,"$4,120",1.01,H,SI1,Very Good,Very Good,None,68.9,59.0,1.12,"$4,079",None,LD13174096,Apr 19,Very Good
7571,Cushion,"$4,123",1.21,I,VS1,Very Good,Good,None,68.9,69.0,1.10,"$3,407",None,LD14247031,Apr 19,Good
7572,Radiant,"$4,132",1.02,F,SI1,Very Good,Very Good,Faint,65.0,68.0,1.27,"$4,051",None,LD15593154,Apr 19,Very Good
7573,Radiant,"$4,134",1.20,J,VVS1,Excellent,Very Good,Faint,68.8,64.0,1.34,"$3,445",None,LD14861422,Apr 19,Very Good
7574,Cushion,"$4,136",1.01,H,VS2,Excellent,Very Good,None,68.9,59.0,1.10,"$4,095",None,LD13069129,Apr 19,Very Good
7575,Cushion,"$4,136",1.01,H,VS2,Excellent,Very Good,None,66.2,63.0,1.08,"$4,095",None,LD13069130,Apr 19,Very Good
7576,Cushion,"$4,137",1.20,H,VS2,Very Good,Good,Strong,69.6,65.0,1.06,"$3,448",None,LD13410092,Apr 19,Good
7577,Radiant,"$4,162",1.01,H,VS2,Very Good,Good,None,57.2,72.0,1.11,"$4,121",None,LD09558332,Apr 19,Good
7578,Princess,"$4,163",1.12,J,VVS2,Excellent,Very Good,None,71.6,79.0,1.04,"$3,717",None,LD13472264,Apr 19,Good
7579,Princess,"$4,165",1.20,J,VS1,Very Good,Very Good,None,69.0,73.0,1.02,"$3,471",None,LD14107159,Apr 19,Very Good
7580,Radiant,"$4,166",1.03,G,SI1,Very Good,Good,Faint,68.1,61.0,1.23,"$4,045",None,LD14540369,Apr 19,Very Good
7581,Cushion,"$4,166",1.02,F,SI1,Very Good,Good,Faint,65.2,65.0,1.07,"$4,084",None,LD15289777,Apr 19,Very Good
7582,Princess,"$4,168",1.01,D,SI2,Excellent,Very Good,None,75.4,73.0,1.04,"$4,127",None,LD13534887,Apr 19,Good
7583,Princess,"$4,168",1.03,I,VVS1,Excellent,Very Good,None,73.3,69.0,1.00,"$4,047",None,LD13995900,Apr 19,Very Good
