,Shape,Price,Carat,Color,Clarity,Polish,Symmetry,Fluorescence,Depth,Table,L/W,Price/Ct,Culet,Stock No.,Delivery Date,Cut
0,Princess,$500,0.26,H,VVS1,Excellent,Excellent,None,75.7,72.0,1.04,"$1,923",None,LD12398491,Apr 13,Astor Ideal
1,Princess,$502,0.31,F,SI1,Very Good,Very Good,Strong,79.1,71.0,1.03,"$1,619",None,LD11934708,Apr 13,Astor Ideal
2,Princess,$503,0.28,F,VS2,Excellent,Very Good,None,76.8,71.0,1.05,"$1,796",None,LD09813868,Apr 13,Astor Ideal
3,Princess,$503,0.26,F,VS1,Excellent,Very Good,None,77.0,74.0,1.01,"$1,935",None,LD11413917,Apr 13,Astor Ideal
4,Princess,$503,0.27,D,VS1,Excellent,Very Good,Strong,74.8,70.0,1.04,"$1,863",None,LD12917146,Apr 13,Astor Ideal
5,Princess,$504,0.30,H,VVS1,Very Good,Very Good,None,78.0,70.0,1.01,"$1,680",None,LD10409896,Apr 13,Astor Ideal
6,Princess,$504,0.26,F,VS2,Excellent,Very Good,None,73.0,69.0,1.03,"$1,938",None,LD13077743,Apr 13,Astor Ideal
7,Princess,$505,0.28,D,VS1,Very Good,Very Good,Faint,73.9,65.0,1.03,"$1,804",None,LD09760790,Apr 13,Astor Ideal
8,Princess,$506,0.42,I,SI1,Excellent,Excellent,None,70.1,71.0,1.00,"$1,205",None,LD01776738,Apr 13,Very Good
9,Princess,$508,0.27,F,VS1,Very Good,Very Good,Strong,74.9,69.0,1.02,"$1,881",None,LD11297688,Apr 13,Astor Ideal
10,Princess,$511,0.25,F,VVS2,Excellent,Very Good,Strong,73.8,71.0,1.02,"$2,044",None,LD11838867,Apr 13,Astor Ideal
11,Princess,$514,0.28,E,VS2,Excellent,Very Good,None,76.7,59.0,1.00,"$1,836",None,LD09547932,Apr 13,Astor Ideal
12,Princess,$514,0.32,G,VS2,Very Good,Very Good,Strong,76.3,72.0,1.00,"$1,606",None,LD11008509,Apr 13,Astor Ideal
13,Princess,$515,0.27,H,VVS2,Excellent,Very Good,Medium,74.5,70.0,1.04,"$1,907",None,LD12246313,Apr 13,Astor Ideal
14,Princess,$517,0.25,F,VVS2,Excellent,Very Good,Medium,75.6,66.0,1.04,"$2,068",None,LD11446536,Apr 13,Astor Ideal
15,Princess,$518,0.28,E,VS2,Excellent,Very Good,None,77.0,72.0,1.01,"$1,850",None,LD08182929,Apr 13,Astor Ideal
16,Princess,$519,0.31,E,SI1,Excellent,Very Good,None,75.7,71.0,1.01,"$1,674",None,LD09729229,Apr 13,Astor Ideal
17,Princess,$519,0.31,E,SI1,Excellent,Very Good,None,76.9,67.0,1.02,"$1,674",None,LD09863679,Apr 13,Astor Ideal
18,Princess,$521,0.29,F,VS2,Excellent,Very Good,None,74.8,67.0,1.03,"$1,797",None,LD09749301,Apr 13,Astor Ideal
19,Princess,$521,0.31,F,VVS2,Very Good,Very Good,None,72.6,72.0,1.02,"$1,681",None,LD10065432,Apr 13,Very Good
20,Princess,$523,0.24,D,VVS1,Very Good,Very Good,Medium,76.0,69.0,1.02,"$2,179",None,LD12629798,Apr 13,Astor Ideal
21,Princess,$523,0.27,F,VS2,Excellent,Very Good,None,74.7,70.0,1.01,"$1,937",None,LD14500815,Apr 13,Astor Ideal
22,Princess,$524,0.31,D,SI1,Excellent,Very Good,None,78.6,61.0,1.01,"$1,690",None,LD09760800,Apr 13,Astor Ideal
23,Princess,$526,0.27,G,VVS2,Excellent,Very Good,Medium,74.8,71.0,1.00,"$1,948",None,LD12917156,Apr 13,Astor Ideal
24,Princess,$529,0.26,D,VS2,Very Good,Very Good,None,76.8,60.0,1.01,"$2,035",None,LD09826247,Apr 13,Astor Ideal
25,Princess,$530,0.32,F,VS2,Excellent,Very Good,Strong,74.4,70.0,1.04,"$1,656",None,LD11701079,Apr 13,Astor Ideal
26,Princess,$530,0.30,D,SI1,Excellent,Very Good,None,74.9,68.0,1.00,"$1,767",None,LD12629789,Apr 13,Astor Ideal
27,Princess,$532,0.35,I,VS1,Excellent,Very Good,None,78.8,66.0,1.01,"$1,520",None,LD14869524,Apr 13,Astor Ideal
28,Princess,$534,0.27,F,VS1,Excellent,Very Good,None,76.7,71.0,1.04,"$1,978",None,LD12629791,Apr 13,Astor Ideal
29,Princess,$535,0.27,E,VS2,Excellent,Very Good,None,73.3,67.0,1.03,"$1,981",None,LD12917153,Apr 13,Astor Ideal
30,Princess,$536,0.32,E,SI1,Excellent,Very Good,None,78.4,71.0,1.03,"$1,675",None,LD09564047,Apr 13,Astor Ideal
31,Princess,$536,0.29,D,VS1,Excellent,Very Good,Strong,76.7,70.0,1.05,"$1,848",None,LD12892250,Apr 13,Astor Ideal
32,Princess,$537,0.29,E,VS2,Excellent,Very Good,None,75.6,72.0,1.02,"$1,852",None,LD10572131,Apr 13,Astor Ideal
33,Princess,$537,0.30,G,VS1,Very Good,Very Good,None,79.0,66.0,1.02,"$1,790",None,LD13854682,Apr 13,Astor Ideal
34,Princess,$538,0.33,F,SI1,Excellent,Very Good,None,75.7,68.0,1.00,"$1,630",None,LD12629922,Apr 13,Astor Ideal
35,Cushion,$538,0.31,J,VS2,Excellent,Excellent,None,71.7,55.0,1.00,"$1,735",None,LD14828162,Apr 13,Astor Ideal
36,Princess,$539,0.28,F,VS2,Excellent,Very Good,None,73.7,74.0,1.02,"$1,925",None,LD13310898,Apr 13,Astor Ideal
37,Princess,$540,0.28,F,VS2,Excellent,Excellent,None,74.5,63.0,1.02,"$1,929",None,LD09826230,Apr 13,Astor Ideal
38,Princess,$541,0.32,D,SI1,Excellent,Very Good,None,76.9,65.0,1.04,"$1,691",None,LD09749307,Apr 13,Astor Ideal
39,Princess,$541,0.32,D,SI1,Excellent,Very Good,None,77.1,71.0,1.01,"$1,691",None,LD13310913,Apr 13,Astor Ideal
40,Princess,$542,0.34,I,VVS1,Excellent,Very Good,Strong,77.3,70.0,1.00,"$1,594",None,LD14591101,Apr 13,Astor Ideal
41,Cushion,$542,0.32,J,SI1,Excellent,Excellent,None,72.4,54.0,1.00,"$1,694",None,LD14828164,Apr 13,Astor Ideal
42,Princess,$545,0.33,H,VS2,Excellent,Very Good,None,78.9,63.0,1.02,"$1,652",None,LD13854687,Apr 13,Astor Ideal
43,Princess,$548,0.31,D,SI1,Very Good,Very Good,None,72.1,73.0,1.01,"$1,768",None,LD12629784,Apr 13,Astor Ideal
44,Princess,$549,0.30,G,VS1,Excellent,Very Good,Medium,75.2,72.0,1.03,"$1,830",None,LD12328309,Apr 13,Astor Ideal
45,Princess,$553,0.36,F,VS2,Good,Good,None,72.3,82.0,1.02,"$1,536",None,LD07163328,Apr 13,Good
46,Princess,$553,0.33,E,SI1,Excellent,Very Good,None,76.7,60.0,1.01,"$1,676",None,LD09562655,Apr 13,Astor Ideal
47,Princess,$553,0.36,G,SI1,Excellent,Very Good,None,77.3,73.0,1.01,"$1,536",None,LD12432012,Apr 13,Astor Ideal
48,Princess,$555,0.34,F,SI1,Excellent,Very Good,None,77.8,65.0,1.02,"$1,632",None,LD13854691,Apr 13,Astor Ideal
49,Princess,$558,0.28,F,VS1,Excellent,Very Good,Faint,76.2,71.0,1.02,"$1,993",None,LD12629788,Apr 13,Astor Ideal
50,Princess,$563,0.35,G,VS2,Excellent,Very Good,Strong,78.0,68.0,1.00,"$1,609",None,LD11297698,Apr 13,Astor Ideal
51,Princess,$570,0.34,E,SI1,Excellent,Very Good,None,77.1,71.0,1.01,"$1,676",None,LD09863680,Apr 13,Astor Ideal
52,Princess,$571,0.29,H,VVS2,Excellent,Very Good,Strong,77.3,66.0,1.03,"$1,969",None,LD11911385,Apr 13,Astor Ideal
53,Princess,$576,0.31,E,VS2,Excellent,Very Good,None,75.6,71.0,1.05,"$1,858",None,LD12457112,Apr 13,Astor Ideal
54,Princess,$576,0.31,E,VS2,Excellent,Very Good,None,76.3,70.0,1.04,"$1,858",None,LD12629830,Apr 13,Astor Ideal
55,Princess,$582,0.33,G,VVS2,Excellent,Very Good,None,76.7,69.0,1.05,"$1,764",None,LD13310914,Apr 13,Astor Ideal
56,Princess,$588,0.29,D,VS2,Excellent,Very Good,None,75.8,68.0,1.03,"$2,028",None,LD12917148,Apr 13,Astor Ideal
57,Princess,$592,0.27,F,VVS2,Excellent,Very Good,None,75.5,67.0,1.01,"$2,193",None,LD14500814,Apr 13,Astor Ideal
58,Princess,$594,0.32,E,VS2,Excellent,Very Good,None,75.7,60.0,1.05,"$1,856",None,LD14752664,Apr 13,Astor Ideal
59,Cushion,$595,0.41,J,SI1,Excellent,Very Good,None,74.0,62.0,1.03,"$1,451",None,LD14048205,Apr 13,Astor Ideal
60,Princess,$504,0.31,E,VS1,Very Good,Very Good,None,75.3,71.0,1.06,"$1,626",None,LD04608776,Apr 16,Good
61,Princess,$535,0.38,E,VS1,Good,Good,None,76.1,74.0,1.04,"$1,408",None,LD05972850,Apr 16,Good
62,Princess,$588,0.31,F,VVS1,Very Good,Very Good,None,76.2,74.0,1.03,"$1,897",None,LD04987890,Apr 16,Good
63,Princess,$588,0.31,F,VVS1,Excellent,Very Good,None,78.4,71.0,1.06,"$1,897",None,LD04988452,Apr 16,Good
64,Princess,$507,0.30,E,VS1,Very Good,Very Good,None,72.6,78.0,1.07,"$1,690",None,LD06707652,Apr 19,Good
65,Princess,$507,0.30,D,VS2,Very Good,Good,None,72.2,78.0,1.06,"$1,690",None,LD06707736,Apr 19,Good
66,Princess,$507,0.34,D,VS2,Very Good,Good,None,75.6,67.0,1.02,"$1,491",None,LD12978219,Apr 19,Good
67,Princess,$514,0.31,D,VS1,Excellent,Very Good,None,80.0,66.0,1.04,"$1,658",None,LD12978220,Apr 19,Good
68,Princess,$515,0.31,D,VVS2,Very Good,Very Good,None,75.4,69.0,1.10,"$1,661",None,LD09014888,Apr 19,Good
69,Princess,$524,0.31,E,VS1,Excellent,Very Good,None,73.9,73.0,1.01,"$1,690",None,LD06707647,Apr 19,Very Good
70,Princess,$524,0.31,E,VS1,Very Good,Good,None,78.3,71.0,1.05,"$1,690",None,LD06707767,Apr 19,Good
71,Princess,$524,0.31,E,VS1,Excellent,Very Good,None,77.3,71.0,1.06,"$1,690",None,LD06708018,Apr 19,Good
72,Princess,$531,0.41,K,VVS1,Excellent,Very Good,None,74.5,72.0,1.02,"$1,295",None,LD15289609,Apr 19,Very Good
73,Princess,$532,0.46,J,VVS2,Good,Good,None,77.2,79.0,1.02,"$1,157",None,LD15508784,Apr 19,Good
74,Princess,$536,0.35,D,SI1,Good,Good,Medium Blue,77.4,79.0,1.02,"$1,531",None,LD15115436,Apr 19,Good
75,Princess,$552,0.30,F,VVS1,Excellent,Very Good,None,76.1,70.0,1.03,"$1,840",None,LD06707646,Apr 19,Good
76,Princess,$552,0.30,E,VVS2,Excellent,Good,None,68.4,79.0,1.04,"$1,840",None,LD06707756,Apr 19,Good
77,Princess,$562,0.30,E,VVS1,Very Good,Very Good,None,78.9,72.0,1.09,"$1,873",None,LD06707734,Apr 19,Good
78,Princess,$562,0.30,E,VVS1,Very Good,Good,None,80.0,78.0,1.09,"$1,873",None,LD06707832,Apr 19,Good
79,Princess,$567,0.30,D,VS1,Excellent,Good,None,70.0,77.0,1.07,"$1,890",None,LD06707822,Apr 19,Good
80,Princess,$571,0.31,E,VVS2,Very Good,Excellent,None,71.7,75.0,1.09,"$1,842",None,LD06707833,Apr 19,Very Good
81,Princess,$577,0.38,F,VS1,Very Good,Good,None,78.0,75.0,1.10,"$1,518",None,LD06094589,Apr 19,Good
82,Cushion,$578,0.40,J,VVS2,Excellent,Very Good,Medium,65.8,61.0,1.02,"$1,445",None,LD13235998,Apr 19,Very Good
83,Princess,$581,0.31,E,VVS1,Excellent,Very Good,None,77.6,67.0,1.07,"$1,874",None,LD06707662,Apr 19,Good
84,Princess,$581,0.31,E,VVS1,Very Good,Good,None,79.2,70.0,1.01,"$1,874",None,LD06707672,Apr 19,Good
85,Princess,$581,0.31,E,VVS1,Excellent,Good,None,78.7,69.0,1.10,"$1,874",None,LD06707815,Apr 19,Good
86,Princess,$581,0.31,D,VVS2,Excellent,Good,Medium Blue,78.9,72.0,1.01,"$1,874",None,LD13534317,Apr 19,Good
87,Princess,$589,0.32,E,VVS2,Excellent,Very Good,None,76.3,73.0,1.11,"$1,841",None,LD06707668,Apr 19,Good
88,Princess,$598,0.38,D,VS1,Good,Good,None,68.8,75.0,1.12,"$1,574",None,LD13242703,Apr 19,Very Good
89,Princess,$598,0.30,D,VVS1,Excellent,Very Good,None,72.2,71.0,1.02,"$1,993",None,LD15289583,Apr 19,Very Good
90,Princess,$600,0.32,E,VVS1,Very Good,Very Good,None,78.3,74.0,1.06,"$1,875",None,LD06707820,Apr 19,Good
91,Princess,$500,0.35,D,SI1,Excellent,Very Good,None,71.7,75.0,1.05,"$1,429",None,LD12936226,Apr 21,Very Good
92,Princess,$500,0.35,D,SI1,Very Good,Very Good,None,69.9,78.0,1.05,"$1,429",None,LD13081671,Apr 21,Good
93,Princess,$500,0.35,D,SI1,Very Good,Very Good,Faint,74.7,74.0,1.05,"$1,429",None,LD13107506,Apr 21,Very Good
94,Princess,$500,0.35,D,SI1,Very Good,Very Good,None,75.6,72.0,1.02,"$1,429",None,LD13208761,Apr 21,Good
95,Princess,$500,0.35,D,SI1,Excellent,Very Good,None,73.7,73.0,1.03,"$1,429",None,LD13272854,Apr 21,Very Good
96,Princess,$500,0.35,D,SI1,Excellent,Very Good,None,72.1,74.0,1.00,"$1,429",None,LD13272881,Apr 21,Very Good
97,Princess,$500,0.35,D,SI1,Excellent,Very Good,None,73.4,75.0,1.01,"$1,429",None,LD13272882,Apr 21,Very Good
98,Princess,$500,0.35,D,SI1,Excellent,Very Good,None,74.4,71.0,1.00,"$1,429",None,LD13293429,Apr 21,Very Good
99,Princess,$500,0.35,D,SI1,Very Good,Very Good,Faint,66.6,76.0,1.03,"$1,429",None,LD13869466,Apr 21,Very Good
100,Princess,$500,0.35,D,SI1,Very Good,Good,None,70.4,77.0,1.04,"$1,429",None,LD14949224,Apr 21,Good
101,Princess,$504,0.33,D,VS1,Excellent,Very Good,None,64.6,75.0,1.05,"$1,527",None,LD14010083,Apr 21,Very Good
102,Princess,$506,0.31,D,VVS2,Excellent,Very Good,Faint,66.4,73.0,1.03,"$1,632",None,LD13174308,Apr 21,Very Good
103,Princess,$506,0.31,D,VVS2,Excellent,Very Good,None,73.2,64.0,1.01,"$1,632",None,LD13812610,Apr 21,Very Good
104,Princess,$506,0.37,E,VS2,Excellent,Very Good,None,70.0,76.0,1.05,"$1,368",None,LD14010134,Apr 21,Very Good
105,Princess,$508,0.35,D,VS2,Very Good,Very Good,None,73.1,73.0,1.04,"$1,451",None,LD13273055,Apr 21,Very Good
106,Princess,$508,0.35,D,VS2,Very Good,Very Good,None,73.3,75.0,1.04,"$1,451",None,LD13339410,Apr 21,Very Good
107,Princess,$508,0.35,D,VS2,Very Good,Very Good,Faint,71.6,77.0,1.04,"$1,451",None,LD13839596,Apr 21,Good
108,Princess,$508,0.35,D,VS2,Excellent,Very Good,None,70.7,77.0,1.01,"$1,451",None,LD13865437,Apr 21,Good
109,Princess,$508,0.35,D,VS2,Very Good,Very Good,None,75.8,75.0,1.02,"$1,451",None,LD14009894,Apr 21,Good
110,Princess,$509,0.38,E,SI1,Very Good,Very Good,Faint,74.8,68.0,1.04,"$1,339",None,LD13839572,Apr 21,Very Good
111,Princess,$509,0.35,E,VVS2,Excellent,Very Good,None,71.2,78.0,1.05,"$1,454",None,LD13839649,Apr 21,Good
112,Princess,$513,0.37,D,SI1,Excellent,Good,Faint,73.8,73.0,1.03,"$1,386",None,LD13107326,Apr 21,Very Good
113,Princess,$514,0.36,D,SI1,Very Good,Very Good,None,67.1,77.0,1.00,"$1,428",None,LD13081655,Apr 21,Good
114,Princess,$514,0.36,D,SI1,Excellent,Very Good,None,73.5,76.0,1.05,"$1,428",None,LD13230590,Apr 21,Very Good
115,Princess,$514,0.36,D,SI1,Excellent,Very Good,None,73.7,70.0,1.05,"$1,428",None,LD13763902,Apr 21,Very Good
116,Princess,$514,0.40,J,VS1,Very Good,Very Good,None,71.5,75.0,1.00,"$1,285",None,LD13975936,Apr 21,Very Good
117,Princess,$515,0.31,E,VVS1,Excellent,Very Good,None,74.0,69.0,1.01,"$1,661",None,LD13818848,Apr 21,Very Good
118,Princess,$517,0.35,D,VS1,Very Good,Very Good,None,77.3,77.0,1.05,"$1,477",None,LD14009915,Apr 21,Good
119,Princess,$521,0.40,J,VS1,Very Good,Good,None,69.6,77.0,1.02,"$1,302",None,LD14032863,Apr 21,Good
120,Princess,$523,0.36,D,VS2,Excellent,Very Good,None,69.4,73.0,1.04,"$1,453",None,LD13944746,Apr 21,Very Good
121,Princess,$528,0.37,D,SI1,Very Good,Very Good,None,70.1,72.0,1.04,"$1,427",None,LD13207110,Apr 21,Very Good
122,Princess,$528,0.37,D,SI1,Very Good,Very Good,None,72.6,76.0,1.05,"$1,427",None,LD13428040,Apr 21,Very Good
123,Princess,$532,0.41,F,SI2,Very Good,Good,None,69.8,75.0,1.02,"$1,298",None,LD13293476,Apr 21,Very Good
124,Princess,$534,0.41,I,SI1,Excellent,Very Good,None,73.7,80.0,1.05,"$1,302",None,LD13293400,Apr 21,Good
125,Princess,$534,0.35,D,VS1,Excellent,Very Good,None,72.3,76.0,1.00,"$1,526",None,LD13812601,Apr 21,Very Good
126,Princess,$536,0.40,E,SI2,Very Good,Good,None,70.7,73.0,1.04,"$1,340",None,LD13958116,Apr 21,Very Good
127,Princess,$537,0.30,D,VVS1,Very Good,Very Good,Faint,75.4,71.0,1.05,"$1,790",None,LD13107331,Apr 21,Good
128,Princess,$537,0.37,D,VS2,Excellent,Very Good,None,74.6,70.0,1.05,"$1,451",None,LD13865507,Apr 21,Very Good
129,Princess,$543,0.40,I,VS2,Excellent,Good,None,71.2,78.0,1.02,"$1,358",None,LD13958270,Apr 21,Good
130,Princess,$545,0.45,J,VS2,Excellent,Very Good,None,74.7,77.0,1.04,"$1,211",None,LD13975976,Apr 21,Good
131,Princess,$548,0.41,F,SI2,Excellent,Very Good,None,70.8,76.0,1.04,"$1,337",None,LD13293457,Apr 21,Very Good
132,Princess,$548,0.41,F,SI2,Excellent,Very Good,None,69.7,73.0,1.05,"$1,337",None,LD13543081,Apr 21,Very Good
133,Princess,$548,0.41,F,SI2,Excellent,Very Good,None,69.7,76.0,1.01,"$1,337",None,LD13763991,Apr 21,Very Good
134,Princess,$553,0.35,E,VVS1,Excellent,Good,None,71.5,73.0,1.05,"$1,580",None,LD14010082,Apr 21,Very Good
135,Princess,$556,0.41,I,VS2,Very Good,Very Good,None,70.9,77.0,1.05,"$1,356",None,LD13272934,Apr 21,Good
136,Princess,$557,0.39,D,SI1,Very Good,Very Good,Faint,72.1,75.0,1.05,"$1,428",None,LD13428046,Apr 21,Very Good
137,Princess,$562,0.40,J,VVS1,Very Good,Very Good,None,71.1,77.0,1.01,"$1,405",None,LD13975925,Apr 21,Good
138,Princess,$566,0.39,D,VS2,Excellent,Very Good,None,65.6,77.0,1.03,"$1,451",None,LD13818797,Apr 21,Good
139,Princess,$570,0.40,I,VS1,Very Good,Good,None,71.7,78.0,1.00,"$1,425",None,LD13975943,Apr 21,Good
140,Princess,$570,0.40,I,VS1,Excellent,Good,Faint,70.9,77.0,1.01,"$1,425",None,LD13975948,Apr 21,Good
141,Princess,$573,0.46,J,VS2,Very Good,Very Good,None,75.1,76.0,1.02,"$1,246",None,LD13975961,Apr 21,Good
142,Princess,$573,0.46,J,VS2,Very Good,Very Good,Faint,71.5,77.0,1.03,"$1,246",None,LD13975968,Apr 21,Good
143,Princess,$576,0.39,D,VS1,Excellent,Good,None,73.2,77.0,1.03,"$1,477",None,LD12983912,Apr 21,Good
144,Princess,$576,0.41,J,VVS1,Excellent,Very Good,None,74.7,64.0,1.02,"$1,405",None,LD13958262,Apr 21,Very Good
145,Princess,$576,0.41,J,VVS1,Excellent,Very Good,None,74.9,70.0,1.04,"$1,405",None,LD14032871,Apr 21,Very Good
146,Princess,$579,0.40,H,VS2,Excellent,Very Good,None,67.1,77.0,1.00,"$1,448",None,LD13975938,Apr 21,Good
147,Princess,$585,0.41,I,VS1,Very Good,Good,None,70.5,77.0,1.05,"$1,427",None,LD14009862,Apr 21,Good
148,Radiant,$586,0.42,J,VVS2,Good,Good,None,59.6,61.0,1.00,"$1,395",None,LD12015337,Apr 21,Very Good
149,Princess,$599,0.42,E,SI2,Excellent,Very Good,None,65.9,75.0,1.05,"$1,426",None,LD13293473,Apr 21,Very Good
150,Princess,$599,0.42,E,SI2,Very Good,Very Good,None,67.4,75.0,1.01,"$1,426",None,LD13944589,Apr 21,Very Good
151,Princess,$600,0.46,J,VS1,Excellent,Good,None,76.5,77.0,1.05,"$1,304",None,LD14032876,Apr 21,Good
152,Princess,$503,0.37,H,VVS2,Very Good,Very Good,None,71.3,72.0,1.03,"$1,359",None,LD15207635,Apr 27,Very Good
153,Princess,$509,0.32,D,VS1,Excellent,Very Good,None,74.2,73.0,1.01,"$1,591",None,LD15207618,Apr 27,Very Good
154,Princess,$510,0.31,F,IF,Very Good,Very Good,None,69.0,68.0,1.05,"$1,645",None,LD15064295,Apr 27,Very Good
155,Princess,$513,0.40,J,VS1,Excellent,Very Good,None,73.8,72.0,1.05,"$1,282",None,LD14078656,Apr 27,Very Good
156,Princess,$513,0.36,D,VS2,Excellent,Very Good,None,72.5,70.0,1.03,"$1,425",None,LD15322688,Apr 27,Very Good
157,Princess,$514,0.39,D,SI1,Excellent,Very Good,None,71.2,71.0,1.02,"$1,318",None,LD15207705,Apr 27,Very Good
158,Princess,$515,0.35,D,VS2,Excellent,Very Good,None,74.8,72.0,1.00,"$1,471",None,LD13359108,Apr 27,Very Good
159,Princess,$519,0.30,E,VVS1,Excellent,Very Good,None,65.8,70.0,1.03,"$1,730",None,LD15060031,Apr 27,Very Good
160,Princess,$519,0.31,D,VVS2,Very Good,Very Good,None,73.7,73.0,1.02,"$1,674",None,LD15207606,Apr 27,Very Good
161,Princess,$519,0.31,E,VVS1,Excellent,Very Good,None,71.6,70.0,1.02,"$1,674",None,LD15207622,Apr 27,Very Good
162,Radiant,$523,0.32,E,VVS1,Excellent,Very Good,None,62.8,70.0,1.04,"$1,634",None,LD15044200,Apr 27,Very Good
163,Radiant,$523,0.32,E,VVS2,Excellent,Very Good,Medium Blue,62.6,67.0,1.35,"$1,634",None,LD15050148,Apr 27,Very Good
164,Radiant,$523,0.31,D,VS1,Excellent,Very Good,None,68.4,65.0,1.34,"$1,687",None,LD15050151,Apr 27,Very Good
165,Princess,$525,0.34,E,VVS1,Very Good,Very Good,None,73.2,71.0,1.03,"$1,544",None,LD14722079,Apr 27,Very Good
166,Princess,$537,0.31,D,VVS2,Excellent,Very Good,None,73.0,70.0,1.02,"$1,732",None,LD15066869,Apr 27,Very Good
167,Radiant,$543,0.31,E,VVS1,Very Good,Good,None,69.8,69.0,1.34,"$1,752",None,LD15044226,Apr 27,Very Good
168,Princess,$546,0.40,I,VVS2,Excellent,Very Good,None,76.0,73.0,1.03,"$1,365",None,LD15207738,Apr 27,Good
169,Princess,$548,0.35,D,VS1,Excellent,Very Good,Faint Blue,72.7,68.0,1.00,"$1,566",None,LD15322684,Apr 27,Very Good
170,Princess,$554,0.32,D,VVS2,Very Good,Very Good,None,66.8,72.0,1.01,"$1,731",None,LD15060036,Apr 27,Very Good
171,Radiant,$560,0.31,E,VVS1,Excellent,Very Good,Faint Blue,63.2,69.0,1.30,"$1,806",None,LD15057054,Apr 27,Very Good
172,Radiant,$560,0.51,K,VVS1,Excellent,Very Good,None,75.4,66.0,1.05,"$1,098",None,LD15322706,Apr 27,Good
173,Princess,$569,0.34,E,VVS1,Excellent,Very Good,None,73.7,70.0,1.03,"$1,674",None,LD15207561,Apr 27,Very Good
174,Radiant,$571,0.41,H,VS1,Excellent,Very Good,None,71.7,69.0,1.07,"$1,393",None,LD15050153,Apr 27,Very Good
175,Radiant,$577,0.51,K,VVS2,Very Good,Very Good,None,58.4,62.0,1.36,"$1,131",Pointed,LD14769232,Apr 27,Very Good
176,Princess,$578,0.42,E,SI2,Excellent,Very Good,None,73.7,70.0,1.00,"$1,376",None,LD14078670,Apr 27,Very Good
177,Princess,$578,0.31,D,VVS1,Excellent,Very Good,None,73.9,67.0,1.02,"$1,865",None,LD15060039,Apr 27,Very Good
178,Radiant,$582,0.42,I,IF,Very Good,Very Good,Faint Blue,60.2,70.0,1.35,"$1,386",Pointed,LD14880845,Apr 27,Very Good
179,Princess,$585,0.40,D,SI2,Excellent,Very Good,Faint Blue,71.9,72.0,1.01,"$1,462",None,LD15049704,Apr 27,Very Good
180,Princess,$587,0.32,D,VVS1,Excellent,Very Good,None,69.0,72.0,1.02,"$1,834",None,LD15057048,Apr 27,Very Good
181,Princess,$589,0.34,E,VVS1,Very Good,Very Good,None,72.5,72.0,1.04,"$1,732",None,LD15066863,Apr 27,Very Good
182,Princess,$590,0.33,F,IF,Excellent,Very Good,None,71.8,70.0,1.02,"$1,788",None,LD14675923,Apr 27,Very Good
183,Radiant,$591,0.43,J,VVS1,Very Good,Good,None,63.4,69.0,1.22,"$1,374",Pointed,LD15304653,Apr 27,Very Good
184,Radiant,$593,0.32,D,VVS1,Excellent,Good,None,68.6,71.0,1.28,"$1,853",None,LD15057053,Apr 27,Very Good
185,Radiant,$593,0.52,K,VS2,Excellent,Very Good,None,69.0,69.0,1.00,"$1,140",None,LD15322719,Apr 27,Very Good
186,Princess,$597,0.31,E,IF,Excellent,Very Good,None,71.8,71.0,1.02,"$1,926",None,LD15066864,Apr 27,Very Good
187,Princess,$501,0.30,F,VVS1,Excellent,Very Good,None,74.3,71.0,1.04,"$1,670",None,LD15376366,Apr 28,Very Good
188,Cushion,$505,0.30,E,VVS2,Very Good,Good,Faint,69.7,63.0,1.01,"$1,683",None,LD15518353,Apr 28,Good
189,Cushion,$508,0.30,E,VS1,Very Good,Very Good,None,69.8,63.0,1.02,"$1,693",None,LD15455259,Apr 28,Good
190,Cushion,$510,0.36,H,VVS2,Very Good,Good,None,68.5,63.0,1.06,"$1,417",None,LD15637690,Apr 28,Very Good
191,Princess,$516,0.34,E,VS1,Very Good,Good,None,68.7,80.0,1.10,"$1,518",None,LD15499676,Apr 28,Good
192,Radiant,$529,0.48,J,SI1,Very Good,Very Good,Faint,68.9,67.0,1.30,"$1,102",None,LD14305601,Apr 28,Very Good
193,Cushion,$535,0.36,G,VS1,Excellent,Very Good,None,66.9,64.0,1.03,"$1,486",None,LD15475621,Apr 28,Very Good
194,Princess,$543,0.32,F,VVS1,Excellent,Very Good,None,70.9,69.0,1.01,"$1,697",None,LD15184335,Apr 28,Very Good
195,Princess,$544,0.31,E,VS1,Excellent,Very Good,None,74.7,73.0,1.05,"$1,755",None,LD04571045,Apr 28,Very Good
196,Cushion,$559,0.38,E,VS2,Very Good,Very Good,Medium,72.1,62.0,1.09,"$1,471",None,LD15535987,Apr 28,Good
197,Princess,$562,0.32,E,VS1,Very Good,Good,None,77.7,74.0,1.03,"$1,756",None,LD04605422,Apr 28,Good
198,Radiant,$577,0.50,J,SI2,Excellent,Very Good,None,76.6,71.0,1.16,"$1,154",None,LD14305604,Apr 28,Good
199,Princess,$500,0.34,F,VS1,Excellent,Very Good,None,71.3,71.0,1.02,"$1,471",None,LD15631955,May 26,Very Good
200,Princess,$511,0.30,D,VVS1,Excellent,Very Good,None,70.9,71.0,1.01,"$1,703",None,LD15587361,May 26,Very Good
201,Radiant,$519,0.37,G,VVS1,Excellent,Very Good,Faint,67.4,66.0,1.40,"$1,403",None,LD15626043,May 26,Very Good
